hhid,rgid,villid,hhLocX,hhLocY,hhElev,hhLandOwn,hhLandPlant,areaCcfp,ifCcfp,ifCcfpO
1529,118,2,378080.6793,3454908.193,666,2.358154,1.608317,0,0,0
1530,118,2,377715.6266,3454671.509,664,1.311078,1.311078,0,0,0
1531,118,2,377664.6938,3454849.079,668,1.662952,1.662952,0,0,0
1532,118,2,377984.0159,3454856.271,662,3.493121,3.493121,0,0,0
1533,118,2,377668.6948,3454817.697,672,1.417917,1.417917,0,0,0
1534,118,2,377707.3447,3454683.392,664,1.549425,1.549425,0,0,0
1535,118,2,377717.1599,3454775.667,668,1.198247,0,0,0,0
1536,118,2,377714.828,3454774.161,668,1.225104,1.225104,0,0,0
1537,118,2,377859.6311,3454908.422,661,2.497269,2.497269,0,0,0
1538,118,2,377900.7934,3454858.455,659,0.531215,0.531215,0,0,0
1539,118,2,378101.017,3454901.714,666,5.787116,4.26968,0,0,0
1540,118,2,377813.8914,3454824.77,659,1.232876,1.232876,0,0,0
1541,118,2,377934.6949,3454911.768,662,2.813438,2.813438,0,0,0
1542,118,2,377977.8878,3454862.399,662,5.955822,5.955822,0,0,0
1543,118,2,377706.1816,3454812.44,672,0.955871,0.955871,0,0,0
1544,118,2,377934.5771,3454902.712,662,4.696296,4.696296,0,0,0
1545,118,2,377885.9382,3454862.207,661,1.392013,1.392013,0,0,0
1546,118,2,377747.4069,3454781.711,668,1.870425,1.870425,0,0,0
1547,118,2,377954.1705,3454904.981,661,2.660627,2.660627,0,0,0
1548,118,2,377950.9302,3454903.324,659,10.18971,10.18971,0,0,0
1549,118,2,377643.4395,3454767.638,668,9.561159,9.561159,0,0,0
1551,118,2,377674.235,3454785.098,668,0.751382,0.751382,0,0,0
1552,125,2,379100.7036,3456927.104,773,5.586871,5.586871,0,0,0
1553,125,2,378200.8187,3456401.791,728,6.55213,6.55213,0,0,0
1554,125,2,378503.8713,3456491.073,742,13.84874,8.698609,0,0,0
1555,125,2,378398.0358,3456514.521,742,6.554275,6.554275,0,0,0
1556,125,2,378336.9957,3456555.873,741,0.814416,0.814416,0,0,0
1558,125,2,378514.8214,3456470.948,723,9.150427,9.150427,0,0,0
1559,125,2,378163.5032,3456368.08,731,4.728867,4.728867,0,0,0
1560,125,2,378135.7989,3456134.243,707,13.655795,11.930003,0,0,0
1561,125,2,378334.314,3456713.523,801,4.075501,4.075501,0,0,0
1562,125,2,378111.9948,3456460.291,737,14.275193,8.192053,0,0,0
1563,125,2,378366.2477,3456697.779,805,1.723359,1.723359,0,0,0
1564,125,2,378391.4885,3456835.633,804,0.677625,0.677625,0,0,0
1565,125,2,378223.2713,3456463.89,728,9.537879,9.537879,0,0,0
1566,125,2,378437.4223,3456532.141,742,3.795487,2.262263,0,0,0
1568,125,2,378868.7692,3457218.138,795,4.909483,0,0,0,0
1569,125,2,378265.2233,3456543.582,739,4.438399,4.438399,0,0,0
1570,125,2,378363.4001,3456524.886,741,1.020271,1.020271,0,0,0
1571,125,2,378383.3991,3456865.388,804,0,0,0,0,0
1572,125,2,378169.316,3456448.6,731,3.014234,3.014234,0,0,0
1573,112,2,378537.0971,3456405.407,722,0.290921,0.290921,0,0,0
1574,112,2,379126.799,3456874.696,773,0.92505,0.92505,0,0,0
1575,112,2,379126.5342,3456835.156,773,4.48725,4.48725,0,0,0
1576,112,2,379136.2369,3456967.775,778,8.572861,3.668798,0,0,0
1577,112,2,378817.9181,3456986.069,767,2.270331,2.270331,0,0,0
1578,112,2,378902.8029,3457049.019,775,7.172739,0,0,0,0
1579,112,2,378779.7481,3456905.157,751,0.818387,0,0,0,0
1580,112,2,378750.5806,3456846.773,761,1.523303,1.523303,0,0,0
1581,112,2,378826.6449,3456880.381,751,12.243444,9.103161,0,0,0
1582,112,2,378817.266,3456903.487,761,2.367536,2.367536,0,0,0
1583,112,2,378931.4233,3456875.728,754,8.923447,8.923447,0,0,0
1584,112,2,378889.0298,3456858.727,753,6.206553,1.952669,0,0,0
1585,112,2,378544.5899,3456962.959,790,1.870101,1.870101,0,0,0
1586,112,2,378618.6148,3456976.088,789,2.666117,0,0,0,0
1587,112,2,378892.8866,3456654.957,747,0.676986,0.676986,0,0,0
1588,132,2,379940.2872,3457754.736,873,2.161357,2.161357,1.021338822,1,1
1589,132,2,379636.4478,3457907.402,866,5.206952,3.154319,6.51574297,1,1
1590,132,2,379564.9634,3457808.336,881,2.388979,1.379844,0,0,0
1591,132,2,379559.5366,3457828.798,881,6.879256,6.879256,5.648442102,1,1
1592,132,2,379529.3269,3457897.004,881,0.896865,0.896865,0,0,0
1593,132,2,379502.3946,3457880.674,884,10.389619,5.608503,0,0,0
1596,132,2,379583.0165,3457907.397,884,2.157014,2.157014,0,0,0
1597,132,2,379198.7185,3458076.613,925,1.604759,1.604759,0,0,0
1598,132,2,379174.6891,3458080.145,925,3.981234,0.706465,0,0,0
1599,132,2,378993.4005,3458087.773,909,0,0,0,0,0
1601,132,2,378842.6903,3457836.631,895,6.627954,1.347437,0,0,0
1602,132,2,378792.0712,3457900.904,894,1.499373,0,0,0,0
1603,132,2,379541.3652,3457819.89,881,0,0,0,0,0
1604,132,2,379936.7292,3457740.007,873,0,0,0,0,0
1605,132,2,379006.7872,3458048.912,912,1.038901,0,0,0,0
1606,132,2,379071.9833,3458072.271,912,5.732109,5.732109,0,0,0
1607,132,2,378942.7117,3458233.208,944,1.420862,1.096286,0,0,0
1608,132,2,379151.646,3458049.927,925,1.852261,1.852261,0,0,0
1609,124,2,377902.8646,3455528.136,691,5.888701,5.888701,0,0,0
1610,124,2,377933.706,3455491.444,688,1.985867,1.985867,0,0,0
1611,124,2,377900.5782,3455522.067,691,4.594788,4.594788,0,0,0
1612,124,2,377935.8947,3455603.216,690,6.555223,6.555223,0,0,0
1613,124,2,377934.7236,3455591.812,690,3.447781,3.447781,0,0,0
1614,124,2,378012.4327,3455638.031,691,8.536523,8.536523,0,0,0
1616,124,2,378028.6172,3455617.325,694,2.426973,2.426973,0,0,0
1617,124,2,378060.457,3455735.252,694,2.076312,2.076312,0,0,0
1618,124,2,378077.1149,3455676.283,698,8.761939,8.761939,0,0,0
1619,124,2,378215.8688,3455832.09,706,5.184858,5.184858,0,0,0
1620,124,2,378039.4812,3455664.052,699,0.818864,0.818864,0,0,0
1621,124,2,378126.1888,3455666.829,703,3.549875,2.319799,0,0,0
1622,124,2,378049.9964,3455690.765,703,2.193656,2.193656,0,0,0
1623,124,2,377992.1684,3455603.133,691,6.563894,6.563894,0,0,0
1624,124,2,378115.8342,3455787.98,706,7.043121,7.043121,0,0,0
1625,124,2,378085.7327,3455750.755,706,2.013077,2.013077,0,0,0
1627,124,2,378185.1381,3455721.143,709,1.651191,1.289442,0,0,0
1628,124,2,378413.2558,3455746.351,741,4.262762,4.262762,0,0,0
1629,124,2,378258.0611,3455902.37,710,15.273564,10.091312,0,0,0
1630,124,2,378205.9518,3455860.705,710,4.526202,4.526202,0,0,0
1632,124,2,378317.8077,3455988.441,715,3.431038,3.431038,0,0,0
1633,124,2,378078.6496,3455744.566,703,5.87327,5.87327,0,0,0
1634,124,2,378047.8223,3455714.161,699,1.9491,1.9491,0,0,0
1635,124,2,378313.0549,3455972.678,715,1.578735,1.578735,0,0,0
1636,124,2,378303.5427,3455960.856,715,0.443988,0.443988,0,0,0
1637,124,2,378306.7805,3455945.394,714,5.317169,5.317169,0,0,0
1638,124,2,378299.5333,3455941.236,714,7.756136,6.183601,0,0,0
1639,124,2,378068.1791,3456144.569,707,7.37447,7.37447,0,0,0
1640,124,2,378342.1913,3455975.252,721,2.047221,1.024565,0,0,0
1641,124,2,378320.1097,3455971.942,712,0.375662,0.375662,0,0,0
1642,124,2,378098.653,3455830.17,703,13.942481,13.942481,0,0,0
1644,124,2,378065.7158,3455660.729,703,2.695059,2.695059,0,0,0
1645,124,2,378063.8732,3455696.066,699,0.923096,0.923096,0,0,0
1646,124,2,378017.1495,3455709.294,698,12.574126,11.200071,0,0,0
1647,119,2,378072.038,3456123.988,710,3.438012,3.438012,0,0,0
1648,119,2,378055.3475,3456189.302,710,7.463187,7.463187,0,0,0
1649,119,2,377881.7217,3456045.05,696,5.229976,5.229976,0,0,0
1650,119,2,377840.8799,3455988.449,696,1.241714,1.241714,0,0,0
1651,119,2,377922.2555,3456300.795,722,5.004418,5.004418,0,0,0
1653,119,2,377914.6468,3456243.369,720,2.752312,2.752312,0,0,0
1654,119,2,377873.1815,3456396.109,740,4.672859,2.927695,0,0,0
1655,119,2,377898.8859,3456291.843,726,8.869268,5.98978,0,0,0
1656,119,2,377897.8048,3456299.654,722,2.339396,2.339396,0,0,0
1657,119,2,378055.705,3456151.989,710,3.407445,2.40553,0,0,0
1658,119,2,377893.9886,3456322.096,728,7.062673,3.402432,0,0,0
1659,119,2,377847.2669,3456379.66,738,1.639052,1.639052,0,0,0
1660,119,2,377796.7754,3456466.672,749,8.62816,7.534032,0,0,0
1662,119,2,377897.2672,3456431.23,740,5.038655,1.150868,0,0,0
1663,119,2,377894.1932,3456459.83,743,1.418198,1.418198,0,0,0
1664,119,2,377796.1488,3456448.038,749,10.77728,10.77728,0,0,0
1665,119,2,377895.4008,3456221.441,722,17.721408,16.215345,0,0,0
1666,119,2,378110.9689,3456124.493,712,2.406589,2.406589,0,0,0
1667,119,2,378073.3322,3456143.247,710,1.05698,1.05698,0,0,0
1668,119,2,377857.5912,3456233.69,722,0.768826,0,0,0,0
1669,123,2,377722.0794,3455561.429,679,8.369029,8.369029,0,0,0
1670,123,2,377617.7899,3455766.182,687,16.530626,16.530626,0,0,0
1671,123,2,377671.2549,3455611.874,680,1.932007,1.932007,0,0,0
1672,123,2,377689.8363,3455575.073,679,0.843646,0,0,0,0
1673,123,2,377719.3399,3455647.879,680,7.02232,5.177942,0,0,0
1674,123,2,377585.7369,3455764.633,685,5.672385,5.672385,0,0,0
1675,123,2,377640.6162,3455852.723,686,3.529786,3.529786,0,0,0
1677,123,2,377646.9563,3455840.196,688,11.415336,11.415336,0,0,0
1678,123,2,377868.5285,3456045.936,692,7.453428,7.453428,0,0,0
1679,123,2,377510.4371,3455773.914,681,12.672245,12.672245,0,0,0
1681,123,2,377484.9221,3455738.331,681,2.850536,1.494017,0,0,0
1682,123,2,377548.3174,3456177.524,715,8.450438,7.083858,0,0,0
1683,123,2,377613.9528,3456229.567,714,5.198733,3.181218,0,0,0
1684,123,2,377549.4058,3456192.761,712,3.461714,3.461714,0,0,0
1685,123,2,377615.0779,3456195.756,717,4.908768,3.962951,0,0,0
1686,123,2,377535.6013,3456209.183,712,11.704164,11.704164,0,0,0
1687,123,2,377522.2455,3456217.864,712,0,0,0,0,0
1688,123,2,377569.36,3456163.059,709,10.693294,10.693294,0,0,0
1689,123,2,377595.8779,3456429.391,750,2.192465,0,0,0,0
1690,123,2,377584.0584,3456463.616,757,11.050036,9.649838,0,0,0
1692,123,2,377582.3659,3456383.358,757,3.173747,1.791827,0,0,0
1693,123,2,377707.5744,3456463.567,754,1.53388,1.53388,0,0,0
1694,123,2,377627.4044,3456489.552,754,11.08792,6.522803,0,0,0
1695,123,2,377675.8018,3455853.397,689,0.508553,0,0,0,0
1696,123,2,377632.3883,3455532.609,679,0,0,0,0,0
1697,113,2,377157.352,3457273.987,764,7.226376,7.226376,0,0,0
1698,113,2,377052.5813,3457405.514,754,3.303756,3.303756,0,0,0
1699,113,2,377109.9045,3457500.211,771,0.575598,0.575598,0,0,0
1700,113,2,376892.542,3457955.611,818,1.395743,0,0,0,0
1701,113,2,377012.923,3457325.111,755,0.856947,0.856947,0,0,0
1702,113,2,376979.9637,3457688.396,786,3.744645,3.744645,0,0,0
1704,113,2,376996.3935,3457729.716,788,10.758074,9.661007,0,0,0
1705,113,2,377021.1191,3457721.06,788,0.805705,0.805705,0.93461987,1,1
1706,113,2,376965.6469,3457739.327,794,1.077731,1.077731,8.083041951,1,1
1707,113,2,376959.9907,3457768.652,794,2.430019,2.430019,0,0,0
1708,113,2,376997.7284,3457738.501,790,5.00298,5.00298,0,0,0
1709,113,2,376984.3738,3457751.388,791,4.231637,4.231637,1.008840294,1,1
1710,113,2,376882.6942,3457690.194,792,1.501078,0,1.464682239,1,1
1711,113,2,376905.6091,3457966.426,818,1.987894,1.987894,0,0,0
1712,113,2,376961.8993,3457951.025,818,1.61176,1.61176,7.478737684,1,1
1713,113,2,376994.428,3457824.315,805,0.706888,0.706888,4.612414221,1,1
1714,113,2,377138.4946,3457824.674,802,0.159453,0.159453,0,0,0
1716,113,2,377055.4302,3457911.678,809,1.936181,0,5.332837559,1,1
1717,113,2,376867.3933,3457936.641,814,1.996333,0.816723,0,0,0
1718,113,2,377137.0686,3457745.121,802,8.62841,5.822248,0,0,0
1719,113,2,377012.413,3457330.844,752,1.210954,0,0,0,0
1720,113,2,376930.9342,3457888.657,811,0.79275,0.79275,11.37202599,1,1
1721,114,2,377060.6399,3456630.079,758,6.206594,6.206594,0,0,0
1722,114,2,377096.2876,3456640.799,751,2.701005,2.701005,1.151687958,1,1
1723,114,2,377257.1474,3457282.678,765,2.042494,2.042494,0,0,0
1724,114,2,377205.5677,3457223.33,765,8.599915,8.599915,0,0,0
1725,114,2,377165.3837,3457239.475,764,1.932105,1.932105,7.887806372,1,1
1726,114,2,377273.2763,3457407.171,769,5.14577,5.14577,1.083908465,1,1
1728,114,2,377249.1919,3457409.319,769,1.042178,1.042178,15.019336,1,1
1729,114,2,377237.2432,3457417.024,769,1.027493,1.027493,0,0,0
1730,114,2,377247.5655,3457415.969,771,8.146575,5.181768,1.671719895,1,1
1731,114,2,377265.2863,3457371.454,769,9.655779,3.921188,0,0,0
1732,114,2,377199.5459,3457427.081,769,5.836541,0,4.538182726,1,1
1734,114,2,377419.8596,3457523.308,794,2.584547,2.584547,0,0,0
1735,114,2,377408.711,3457444.838,790,1.359509,1.359509,0,0,0
1736,114,2,377396.1912,3457482.624,788,2.429377,0,0,0,0
1737,114,2,377226.9281,3457366.536,766,2.853485,2.853485,0,0,0
1738,114,2,377272.5253,3457386.616,772,0.687281,0.687281,0,0,0
1739,114,2,377145.6826,3457477.508,771,6.480258,6.480258,1.042695231,1,1
1740,114,2,377232.8445,3457453.532,772,3.484056,3.484056,5.904193287,1,1
1741,114,2,376962.7449,3457328.013,752,1.30852,1.30852,0,0,0
1742,114,2,377010.5798,3457387.516,752,2.628247,2.628247,0,0,0
1744,114,2,377294.7489,3457425.795,771,1.603102,1.603102,0,0,0
1745,114,2,376972.1953,3457704.642,792,1.095874,1.095874,0,0,0
1746,114,2,376980.298,3457352.709,752,1.483609,0,0,0,0
1747,114,2,377022.0938,3457370.165,752,3.548026,3.548026,0,0,0
1748,114,2,377418.6708,3457525.638,794,5.933267,5.933267,18.80243395,1,1
1749,114,2,377265.0233,3457451.304,780,12.657984,12.657984,0,0,0
1751,114,2,377143.0466,3457525.507,767,14.085693,12.071754,9.127079379,1,1
1752,114,2,377186.983,3457467.048,770,1.25611,1.25611,4.858563573,1,1
1753,114,2,377229.8778,3457446.263,767,0.606174,0.606174,0,0,0
1754,114,2,377287.1106,3457415.8,770,0.988571,0.988571,0,0,0
1755,114,2,377134.7168,3457459.898,769,1.793676,1.793676,4.353603459,1,1
1756,114,2,377226.1811,3457489.668,769,1.764934,1.764934,2.396707416,1,1
1757,114,2,377288.0607,3457432.727,769,0.758602,0.758602,1.27972441,1,1
1758,114,2,377082.9732,3456624.32,751,1.722158,1.722158,0,0,0
1760,117,2,377359.4221,3455476.994,675,4.70144,4.70144,0,0,0
