pid,hhid,rgid,villid,relateHead,ifFemale,age,ifMarried,numChild,ifCcfp,ifCcfpO
3587,1524,118,2,3,0,17,0,-99,0,0
3588,1524,118,2,1,0,56,1,-99,0,0
3589,1524,118,2,2,1,56,1,1,0,0
3590,1526,118,2,3,0,37,1,-99,0,0
3591,1526,118,2,32,1,32,1,1,0,0
3592,1526,118,2,1,0,59,1,-99,0,0
3593,1526,118,2,2,1,58,1,1,0,0
3594,1526,118,2,6,0,9,0,-99,0,0
3595,1527,118,2,1,0,41,1,-99,0,0
3596,1527,118,2,2,1,39,1,2,0,0
3597,1527,118,2,3,0,9,0,-99,0,0
3598,1527,118,2,3,1,12,0,0,0,0
3599,1529,118,2,1,0,55,1,-99,0,0
3600,1529,118,2,2,1,52,1,1,0,0
3601,1529,118,2,3,0,37,1,-99,0,0
3602,1529,118,2,32,1,36,1,1,0,0
3603,1529,118,2,6,1,11,0,0,0,0
3604,1530,118,2,1,0,65,1,-99,0,0
3605,1530,118,2,2,1,64,1,1,0,0
3606,1530,118,2,6,0,9,0,-99,0,0
3607,1530,118,2,6,1,10,0,0,0,0
3608,1530,118,2,3,0,35,1,-99,0,0
3609,1530,118,2,32,1,35,1,2,0,0
3610,1531,118,2,1,0,60,1,-99,0,0
3611,1532,118,2,1,0,38,1,-99,0,0
3612,1532,118,2,2,1,30,1,1,0,0
3613,1532,118,2,3,0,8,0,-99,0,0
3614,1532,118,2,4,1,72,1,3,0,0
3615,1532,118,2,4,0,70,1,-99,0,0
3616,1533,118,2,1,0,45,1,-99,0,0
3617,1533,118,2,2,1,39,1,2,0,0
3618,1533,118,2,3,1,8,0,0,0,0
3619,1533,118,2,4,1,69,1,2,0,0
3620,1533,118,2,3,1,16,0,0,0,0
3621,1534,118,2,3,0,7,0,-99,0,0
3622,1534,118,2,2,1,34,1,1,0,0
3623,1534,118,2,1,0,35,1,-99,0,0
3624,1534,118,2,4,0,71,1,-99,0,0
3625,1535,118,2,1,0,60,1,-99,0,0
3626,1536,118,2,2,1,50,1,2,0,0
3627,1536,118,2,1,0,50,1,-99,0,0
3628,1536,118,2,3,1,25,0,0,0,0
3629,1536,118,2,3,0,23,0,-99,0,0
3630,1537,118,2,2,1,48,1,1,0,0
3631,1537,118,2,1,0,48,1,-99,0,0
3632,1537,118,2,3,0,23,0,-99,0,0
3633,1538,118,2,1,0,62,1,-99,0,0
3634,1539,118,2,6,0,7,0,-99,0,0
3635,1539,118,2,3,0,34,1,-99,0,0
3636,1539,118,2,2,1,63,1,1,0,0
3637,1539,118,2,1,0,60,1,-99,0,0
3638,1540,118,2,2,1,48,1,1,0,0
3639,1540,118,2,1,0,45,1,-99,0,0
3640,1540,118,2,4,1,70,1,3,0,0
3641,1540,118,2,3,0,20,0,-99,0,0
3642,1541,118,2,1,0,47,1,-99,0,0
3643,1541,118,2,2,1,42,1,1,0,0
3644,1541,118,2,3,0,20,0,-99,0,0
3645,1542,118,2,1,0,41,1,-99,0,0
3646,1542,118,2,2,1,36,1,1,0,0
3647,1542,118,2,3,0,9,0,-99,0,0
3648,1543,118,2,1,0,34,0,-99,0,0
3649,1544,118,2,1,0,38,1,-99,0,0
3650,1544,118,2,2,1,37,1,1,0,0
3651,1544,118,2,3,0,12,0,-99,0,0
3652,1544,118,2,4,0,72,1,-99,0,0
3653,1544,118,2,4,1,70,1,2,0,0
3654,1545,118,2,1,1,20,0,0,0,0
3655,1546,118,2,3,0,7,0,-99,0,0
3656,1546,118,2,1,0,39,1,-99,0,0
3657,1546,118,2,2,1,35,1,2,0,0
3658,1546,118,2,3,1,14,0,0,0,0
3659,1547,118,2,1,0,41,1,-99,0,0
3660,1547,118,2,3,1,16,0,0,0,0
3661,1547,118,2,2,1,38,1,2,0,0
3662,1547,118,2,3,0,11,0,-99,0,0
3663,1548,118,2,1,0,51,1,-99,0,0
3664,1548,118,2,4,1,78,1,2,0,0
3665,1549,118,2,3,1,9,0,0,0,0
3666,1549,118,2,4,1,71,1,2,0,0
3667,1549,118,2,2,1,34,1,2,0,0
3668,1549,118,2,1,0,35,1,-99,0,0
3669,1549,118,2,3,0,8,0,-99,0,0
3670,1551,118,2,1,0,37,1,-99,0,0
3671,1551,118,2,2,1,31,1,1,0,0
3672,1551,118,2,3,0,4,0,-99,0,0
3673,1552,125,2,1,0,45,1,-99,0,0
3674,1552,125,2,2,1,43,1,1,0,0
3675,1552,125,2,3,0,24,0,-99,0,0
3676,1553,125,2,3,0,8,0,-99,0,0
3677,1553,125,2,3,1,32,0,0,0,0
3678,1553,125,2,2,1,59,1,2,0,0
3679,1553,125,2,1,0,57,1,-99,0,0
3680,1554,125,2,3,0,40,1,-99,0,0
3681,1554,125,2,32,1,40,1,1,0,0
3682,1554,125,2,1,0,68,1,-99,0,0
3683,1554,125,2,6,0,14,0,-99,0,0
3684,1555,125,2,1,0,65,1,-99,0,0
3685,1555,125,2,2,1,61,1,3,0,0
3686,1556,125,2,1,0,41,1,-99,0,0
3687,1556,125,2,2,1,38,1,1,0,0
3688,1556,125,2,4,1,76,1,2,0,0
3689,1556,125,2,3,0,12,0,-99,0,0
3690,1558,125,2,1,0,86,1,-99,0,0
3691,1559,125,2,1,0,70,1,-99,0,0
3692,1559,125,2,2,1,68,1,3,0,0
3693,1560,125,2,6,0,6,0,-99,0,0
3694,1560,125,2,3,0,38,1,-99,0,0
3695,1560,125,2,5,0,70,1,-99,0,0
3696,1560,125,2,1,0,63,1,-99,0,0
3697,1560,125,2,2,1,56,1,2,0,0
3698,1560,125,2,3,0,25,1,-99,0,0
3699,1561,125,2,1,0,41,1,-99,0,0
3700,1561,125,2,2,1,41,1,1,0,0
3701,1561,125,2,4,0,66,1,-99,0,0
3702,1561,125,2,4,1,64,1,2,0,0
3703,1561,125,2,3,0,17,0,-99,0,0
3704,1562,125,2,2,1,39,1,1,0,0
3705,1562,125,2,1,0,44,1,-99,0,0
3706,1562,125,2,3,0,18,0,-99,0,0
3707,1563,125,2,3,0,32,0,-99,0,0
3708,1563,125,2,2,1,57,1,1,0,0
3709,1563,125,2,1,0,57,1,-99,0,0
3710,1564,125,2,2,1,64,1,2,0,0
3711,1564,125,2,1,0,61,1,-99,0,0
3712,1565,125,2,1,0,45,1,-99,0,0
3713,1565,125,2,2,1,43,1,1,0,0
3714,1565,125,2,3,0,20,0,-99,0,0
3715,1566,125,2,1,0,51,1,-99,0,0
3716,1566,125,2,2,1,51,1,1,0,0
3717,1566,125,2,3,1,26,0,0,0,0
3718,1568,125,2,6,1,10,0,0,0,0
3719,1568,125,2,3,0,35,1,-99,0,0
3720,1568,125,2,1,0,57,1,-99,0,0
3721,1568,125,2,2,1,56,1,1,0,0
3722,1569,125,2,1,0,34,1,-99,0,0
3723,1569,125,2,2,1,30,1,1,0,0
3724,1569,125,2,3,0,6,0,-99,0,0
3725,1570,125,2,1,0,36,0,-99,0,0
3726,1571,125,2,1,1,41,1,1,0,0
3727,1571,125,2,3,0,19,0,-99,0,0
3728,1572,125,2,1,0,42,1,-99,0,0
3729,1572,125,2,2,1,40,1,2,0,0
3730,1572,125,2,3,1,18,0,0,0,0
3731,1572,125,2,3,0,14,0,-99,0,0
3732,1573,112,2,32,1,45,1,1,0,0
3733,1573,112,2,1,1,66,1,1,0,0
3734,1574,112,2,1,0,46,1,-99,0,0
3735,1574,112,2,2,1,44,1,1,0,0
3736,1575,112,2,6,0,13,0,-99,0,0
3737,1575,112,2,3,0,34,1,-99,0,0
3738,1575,112,2,32,1,41,1,1,0,0
3739,1575,112,2,4,1,87,1,1,0,0
3740,1575,112,2,1,0,60,1,-99,0,0
3741,1575,112,2,2,1,56,1,1,0,0
3742,1576,112,2,1,0,62,1,-99,0,0
3743,1576,112,2,2,1,56,1,1,0,0
3744,1576,112,2,3,1,24,0,0,0,0
3745,1577,112,2,3,0,36,0,-99,0,0
3746,1577,112,2,1,0,65,1,-99,0,0
3747,1577,112,2,2,1,59,1,1,0,0
3748,1578,112,2,1,0,43,1,-99,0,0
3749,1578,112,2,2,1,42,1,2,0,0
3750,1578,112,2,3,1,11,0,0,0,0
3751,1578,112,2,4,1,61,1,3,0,0
3752,1578,112,2,3,0,20,0,-99,0,0
3753,1579,112,2,4,1,77,1,3,0,0
3754,1579,112,2,2,1,45,1,1,0,0
3755,1579,112,2,1,0,44,1,-99,0,0
3756,1579,112,2,3,1,16,0,0,0,0
3757,1580,112,2,1,0,58,1,-99,0,0
3758,1581,112,2,2,1,41,1,1,0,0
3759,1581,112,2,1,0,39,1,-99,0,0
3760,1581,112,2,3,1,11,0,0,0,0
3761,1582,112,2,3,0,19,0,-99,0,0
3762,1582,112,2,1,0,61,1,-99,0,0
3763,1582,112,2,2,1,60,1,1,0,0
3764,1583,112,2,3,1,9,0,0,0,0
3765,1583,112,2,2,1,47,1,2,0,0
3766,1583,112,2,1,0,44,1,-99,0,0
3767,1583,112,2,4,0,75,1,-99,0,0
3768,1583,112,2,4,1,72,1,2,0,0
3769,1583,112,2,3,0,18,0,-99,0,0
3770,1584,112,2,1,0,39,1,-99,0,0
3771,1584,112,2,2,1,37,1,2,0,0
3772,1584,112,2,3,0,8,0,-99,0,0
3773,1584,112,2,3,1,13,0,0,0,0
3774,1585,112,2,1,0,37,1,-99,0,0
3775,1585,112,2,3,0,7,0,-99,0,0
3776,1586,112,2,1,0,35,1,-99,0,0
3777,1586,112,2,2,1,37,1,1,0,0
3778,1586,112,2,3,1,7,0,0,0,0
3779,1587,112,2,1,0,34,0,-99,0,0
3780,1588,132,2,2,1,59,1,2,1,1
3781,1588,132,2,1,0,57,1,-99,1,1
3782,1589,132,2,1,0,50,1,-99,1,1
3783,1589,132,2,2,1,46,1,1,1,1
3784,1589,132,2,3,0,23,0,-99,1,1
3785,1590,132,2,2,1,50,1,3,0,0
3786,1590,132,2,1,0,55,1,-99,0,0
3787,1591,132,2,3,1,5,0,0,1,1
3788,1591,132,2,2,1,41,1,2,1,1
3789,1591,132,2,1,0,40,1,-99,1,1
3790,1591,132,2,3,1,18,0,0,1,1
3791,1592,132,2,3,0,26,1,-99,0,0
3792,1592,132,2,6,0,3,0,-99,0,0
3793,1592,132,2,2,1,46,1,1,0,0
3794,1592,132,2,1,0,45,1,-99,0,0
3795,1593,132,2,2,1,47,1,1,0,0
3796,1593,132,2,1,0,53,1,-99,0,0
3797,1593,132,2,3,1,27,0,0,0,0
3798,1596,132,2,2,1,47,1,2,0,0
3799,1596,132,2,1,0,47,1,-99,0,0
3800,1596,132,2,3,1,23,0,0,0,0
3801,1596,132,2,3,0,15,0,-99,0,0
3802,1597,132,2,1,1,20,0,0,0,0
3803,1598,132,2,2,1,57,1,1,0,0
3804,1598,132,2,1,0,53,1,-99,0,0
3805,1598,132,2,3,0,28,0,-99,0,0
3806,1599,132,2,1,0,45,1,-99,0,0
3807,1599,132,2,2,1,42,1,1,0,0
3808,1601,132,2,3,0,40,1,-99,0,0
3809,1601,132,2,32,1,37,1,1,0,0
3810,1601,132,2,2,1,57,1,1,0,0
3811,1601,132,2,1,0,57,1,-99,0,0
3812,1601,132,2,6,0,14,0,-99,0,0
3813,1602,132,2,1,0,41,1,-99,0,0
3814,1602,132,2,2,1,41,1,1,0,0
3815,1602,132,2,3,0,17,0,-99,0,0
3816,1603,132,2,1,0,77,1,-99,0,0
3817,1604,132,2,2,1,81,1,3,0,0
3818,1604,132,2,1,0,80,1,-99,0,0
3819,1605,132,2,1,0,81,1,-99,0,0
3820,1605,132,2,2,1,84,1,3,0,0
3821,1606,132,2,1,0,36,1,-99,0,0
3822,1606,132,2,2,1,37,1,1,0,0
3823,1606,132,2,3,0,12,0,-99,0,0
3824,1607,132,2,1,0,32,0,-99,0,0
3825,1608,132,2,4,1,79,1,2,0,0
3826,1608,132,2,1,0,46,0,-99,0,0
3827,1609,124,2,6,1,4,0,0,0,0
3828,1609,124,2,3,0,37,1,-99,0,0
3829,1609,124,2,1,0,79,1,-99,0,0
3830,1609,124,2,2,1,70,1,1,0,0
3831,1610,124,2,2,1,49,1,1,0,0
3832,1610,124,2,1,0,47,1,-99,0,0
3833,1610,124,2,3,0,26,0,-99,0,0
3834,1611,124,2,3,1,19,0,0,0,0
3835,1611,124,2,1,0,45,1,-99,0,0
3836,1611,124,2,2,1,51,1,1,0,0
3837,1612,124,2,1,0,47,1,-99,0,0
3838,1612,124,2,3,1,26,0,0,0,0
3839,1612,124,2,3,0,18,0,-99,0,0
3840,1612,124,2,53,0,18,0,-99,0,0
3841,1613,124,2,1,0,51,1,-99,0,0
3842,1613,124,2,3,1,12,0,0,0,0
3843,1613,124,2,2,1,53,1,2,0,0
3844,1613,124,2,3,1,27,0,0,0,0
3845,1614,124,2,2,1,46,1,2,0,0
3846,1614,124,2,1,0,45,1,-99,0,0
3847,1614,124,2,3,1,21,0,0,0,0
3848,1614,124,2,3,1,15,0,0,0,0
3849,1616,124,2,6,0,9,0,-99,0,0
3850,1616,124,2,3,0,33,1,-99,0,0
3851,1616,124,2,32,1,32,1,1,0,0
3852,1616,124,2,1,0,56,1,-99,0,0
3853,1616,124,2,2,1,52,1,1,0,0
3854,1617,124,2,3,0,34,1,-99,0,0
3855,1617,124,2,32,1,30,1,1,0,0
3856,1617,124,2,6,1,8,0,0,0,0
3857,1617,124,2,4,0,80,1,-99,0,0
3858,1617,124,2,1,0,59,1,-99,0,0
3859,1617,124,2,2,1,53,1,1,0,0
3860,1618,124,2,6,1,8,0,0,0,0
3861,1618,124,2,3,0,33,1,-99,0,0
3862,1618,124,2,32,1,31,1,1,0,0
3863,1618,124,2,1,0,54,1,-99,0,0
3864,1618,124,2,2,1,54,1,1,0,0
3865,1619,124,2,1,0,46,0,-99,0,0
3866,1620,124,2,3,1,11,0,0,0,0
3867,1620,124,2,1,0,41,1,-99,0,0
3868,1620,124,2,2,1,38,1,1,0,0
3869,1621,124,2,4,0,76,1,-99,0,0
3870,1621,124,2,1,0,56,1,-99,0,0
3871,1621,124,2,2,1,56,1,1,0,0
3872,1621,124,2,3,0,27,0,-99,0,0
3873,1622,124,2,3,0,37,0,-99,0,0
3874,1622,124,2,1,0,71,1,-99,0,0
3875,1622,124,2,2,1,63,1,1,0,0
3876,1623,124,2,3,0,30,0,-99,0,0
3877,1623,124,2,1,0,54,1,-99,0,0
3878,1623,124,2,2,1,51,1,1,0,0
3879,1624,124,2,1,0,47,1,-99,0,0
3880,1624,124,2,2,1,45,1,1,0,0
3881,1624,124,2,4,1,82,1,4,0,0
3882,1624,124,2,3,0,19,0,-99,0,0
3883,1625,124,2,3,0,7,0,-99,0,0
3884,1625,124,2,1,0,41,1,-99,0,0
3885,1625,124,2,2,1,36,1,2,0,0
3886,1625,124,2,4,1,76,1,4,0,0
3887,1625,124,2,3,1,15,0,0,0,0
3888,1627,124,2,32,1,28,1,0,0,0
3889,1627,124,2,2,1,51,1,3,0,0
3890,1627,124,2,1,0,53,1,-99,0,0
3891,1628,124,2,3,0,38,0,-99,0,0
3892,1628,124,2,1,0,71,1,-99,0,0
3893,1628,124,2,2,1,61,1,1,0,0
3894,1629,124,2,2,1,46,1,1,0,0
3895,1629,124,2,1,0,46,1,-99,0,0
3896,1629,124,2,3,0,24,0,-99,0,0
3897,1630,124,2,1,0,45,1,-99,0,0
3898,1630,124,2,2,1,45,1,1,0,0
3899,1630,124,2,3,0,22,0,-99,0,0
3900,1632,124,2,1,0,63,1,-99,0,0
3901,1632,124,2,2,1,42,1,2,0,0
3902,1633,124,2,5,1,34,0,0,0,0
3903,1633,124,2,1,0,40,1,-99,0,0
3904,1633,124,2,4,0,73,1,-99,0,0
3905,1633,124,2,4,1,63,1,1,0,0
3906,1633,124,2,3,0,19,0,-99,0,0
3907,1633,124,2,2,1,38,1,1,0,0
3908,1634,124,2,3,1,10,0,0,0,0
3909,1634,124,2,3,0,8,0,-99,0,0
3910,1634,124,2,1,0,37,1,-99,0,0
3911,1634,124,2,4,1,61,1,4,0,0
3912,1635,124,2,6,0,6,0,-99,0,0
3913,1635,124,2,3,0,37,1,-99,0,0
3914,1635,124,2,1,0,67,1,-99,0,0
3915,1636,124,2,1,0,49,1,-99,0,0
3916,1636,124,2,2,1,47,1,1,0,0
3917,1636,124,2,3,0,24,0,-99,0,0
3918,1637,124,2,6,0,5,0,-99,0,0
3919,1637,124,2,3,0,32,1,-99,0,0
3920,1637,124,2,1,0,57,1,-99,0,0
3921,1637,124,2,2,1,54,1,2,0,0
3922,1637,124,2,3,0,27,1,-99,0,0
3923,1638,124,2,2,1,61,1,1,0,0
3924,1638,124,2,1,0,61,1,-99,0,0
3925,1638,124,2,6,0,9,0,-99,0,0
3926,1638,124,2,32,1,32,1,1,0,0
3927,1639,124,2,6,0,4,0,-99,0,0
3928,1639,124,2,5,0,55,1,-99,0,0
3929,1639,124,2,2,1,52,1,1,0,0
3930,1639,124,2,1,0,52,1,-99,0,0
3931,1639,124,2,3,0,28,1,-99,0,0
3932,1640,124,2,1,0,65,1,-99,0,0
3933,1641,124,2,3,0,9,0,-99,0,0
3934,1641,124,2,1,0,36,1,-99,0,0
3935,1641,124,2,2,1,30,1,1,0,0
3936,1641,124,2,4,0,67,1,-99,0,0
3937,1642,124,2,1,0,36,1,-99,0,0
3938,1642,124,2,2,1,31,1,1,0,0
3939,1642,124,2,3,0,6,0,-99,0,0
3940,1644,124,2,2,1,41,1,1,0,0
3941,1644,124,2,1,0,39,1,-99,0,0
3942,1644,124,2,4,0,68,1,-99,0,0
3943,1644,124,2,3,0,17,0,-99,0,0
3944,1645,124,2,1,0,44,1,-99,0,0
3945,1645,124,2,2,1,41,1,1,0,0
3946,1645,124,2,3,0,12,0,-99,0,0
3947,1646,124,2,2,1,45,1,1,0,0
3948,1646,124,2,1,0,47,1,-99,0,0
3949,1646,124,2,4,1,74,1,3,0,0
3950,1647,119,2,2,1,59,1,1,0,0
3951,1647,119,2,1,0,57,1,-99,0,0
3952,1648,119,2,3,1,27,1,1,0,0
3953,1648,119,2,32,1,28,1,0,0,0
3954,1648,119,2,6,0,6,0,-99,0,0
3955,1648,119,2,3,0,33,1,-99,0,0
3956,1648,119,2,2,1,59,1,2,0,0
3957,1648,119,2,1,0,57,1,-99,0,0
3958,1649,119,2,7,1,54,1,0,0,0
3959,1649,119,2,3,0,26,0,-99,0,0
3960,1649,119,2,1,0,49,1,-99,0,0
3961,1649,119,2,2,1,46,1,2,0,0
3962,1649,119,2,3,0,24,0,-99,0,0
3963,1650,119,2,1,0,44,1,-99,0,0
3964,1650,119,2,2,1,44,1,2,0,0
3965,1650,119,2,3,1,18,0,0,0,0
3966,1650,119,2,3,0,14,0,-99,0,0
3967,1651,119,2,1,0,41,1,-99,0,0
3968,1651,119,2,2,1,35,1,1,0,0
3969,1651,119,2,4,1,65,1,3,0,0
3970,1651,119,2,3,0,11,0,-99,0,0
3971,1653,119,2,1,0,47,1,-99,0,0
3972,1653,119,2,2,1,46,1,2,0,0
3973,1653,119,2,3,1,23,0,0,0,0
3974,1653,119,2,3,0,18,0,-99,0,0
3975,1654,119,2,2,1,45,1,1,0,0
3976,1654,119,2,1,0,44,1,-99,0,0
3977,1654,119,2,3,0,22,0,-99,0,0
3978,1655,119,2,1,0,41,1,-99,0,0
3979,1655,119,2,2,1,40,1,1,0,0
3980,1655,119,2,3,0,10,0,-99,0,0
3981,1656,119,2,32,1,29,1,1,0,0
3982,1656,119,2,6,0,8,0,-99,0,0
3983,1656,119,2,1,0,59,1,-99,0,0
3984,1656,119,2,2,1,54,1,1,0,0
3985,1656,119,2,3,0,31,1,-99,0,0
3986,1657,119,2,1,0,41,0,-99,0,0
3987,1658,119,2,3,1,12,0,0,0,0
3988,1658,119,2,3,1,18,0,0,0,0
3989,1658,119,2,1,0,55,1,-99,0,0
3990,1658,119,2,2,1,54,1,2,0,0
3991,1659,119,2,1,0,42,1,-99,0,0
3992,1659,119,2,2,1,40,1,2,0,0
3993,1659,119,2,7,1,34,0,0,0,0
3994,1659,119,2,4,0,70,1,-99,0,0
3995,1659,119,2,4,1,67,1,1,0,0
3996,1659,119,2,3,1,15,0,0,0,0
3997,1659,119,2,3,0,10,0,-99,0,0
3998,1660,119,2,1,0,81,1,-99,0,0
3999,1662,119,2,5,0,48,1,-99,0,0
4000,1662,119,2,7,1,40,0,0,0,0
4001,1662,119,2,53,0,37,1,-99,0,0
4002,1662,119,2,5,0,61,1,-99,0,0
4003,1662,119,2,1,0,53,1,-99,0,0
4004,1662,119,2,7,0,14,0,-99,0,0
4005,1663,119,2,1,0,56,1,-99,0,0
4006,1663,119,2,2,1,54,1,1,0,0
4007,1663,119,2,3,0,28,0,-99,0,0
4008,1664,119,2,45,0,50,1,-99,0,0
4009,1664,119,2,1,0,33,0,-99,0,0
4010,1665,119,2,1,0,36,0,-99,0,0
4011,1665,119,2,4,1,59,1,1,0,0
4012,1666,119,2,1,0,55,1,-99,0,0
4013,1666,119,2,2,1,45,1,0,0,0
4014,1667,119,2,1,0,39,1,-99,0,0
4015,1667,119,2,4,1,75,1,4,0,0
4016,1667,119,2,2,1,40,1,2,0,0
4017,1667,119,2,3,1,16,0,0,0,0
4018,1667,119,2,3,0,9,0,-99,0,0
4019,1668,119,2,1,0,9,0,-99,0,0
4020,1669,123,2,2,1,45,1,1,0,0
4021,1669,123,2,1,0,43,1,-99,0,0
4022,1669,123,2,4,0,67,1,-99,0,0
4023,1669,123,2,3,0,25,0,-99,0,0
4024,1670,123,2,2,1,44,1,1,0,0
4025,1670,123,2,1,0,39,1,-99,0,0
4026,1670,123,2,4,0,64,1,-99,0,0
4027,1670,123,2,4,1,63,1,2,0,0
4028,1670,123,2,3,0,15,0,-99,0,0
4029,1671,123,2,1,0,41,1,-99,0,0
4030,1671,123,2,2,1,40,1,1,0,0
4031,1671,123,2,4,1,81,1,3,0,0
4032,1671,123,2,3,0,19,0,-99,0,0
4033,1672,123,2,1,0,49,1,-99,0,0
4034,1672,123,2,2,1,47,1,1,0,0
4035,1672,123,2,3,1,24,0,0,0,0
4036,1673,123,2,2,1,47,1,1,0,0
4037,1673,123,2,1,0,46,1,-99,0,0
4038,1673,123,2,3,0,24,0,-99,0,0
4039,1674,123,2,3,0,4,0,-99,0,0
4040,1674,123,2,1,0,35,1,-99,0,0
4041,1674,123,2,2,1,34,1,2,0,0
4042,1674,123,2,3,1,11,0,0,0,0
4043,1675,123,2,1,0,48,1,-99,0,0
4044,1675,123,2,4,1,70,1,3,0,0
4045,1675,123,2,4,0,72,1,-99,0,0
4046,1675,123,2,2,1,55,1,2,0,0
4047,1675,123,2,3,1,28,1,0,0,0
4048,1675,123,2,3,0,26,1,-99,0,0
4049,1675,123,2,6,1,4,0,0,0,0
4050,1677,123,2,1,0,51,1,-99,0,0
4051,1677,123,2,2,1,51,1,1,0,0
4052,1677,123,2,3,0,25,0,-99,0,0
4053,1678,123,2,6,1,9,0,0,0,0
4054,1678,123,2,1,0,60,1,-99,0,0
4055,1679,123,2,32,1,34,1,0,0,0
4056,1679,123,2,2,1,51,1,1,0,0
4057,1679,123,2,3,0,33,1,-99,0,0
4058,1679,123,2,1,0,52,1,-99,0,0
4059,1681,123,2,1,0,43,1,-99,0,0
4060,1681,123,2,2,1,43,1,1,0,0
4061,1681,123,2,3,1,14,0,0,0,0
4062,1682,123,2,1,0,46,0,-99,0,0
4063,1683,123,2,1,0,50,1,-99,0,0
4064,1683,123,2,2,1,46,1,1,0,0
4065,1683,123,2,3,1,20,0,0,0,0
4066,1684,123,2,1,0,44,1,-99,0,0
4067,1684,123,2,2,1,42,1,2,0,0
4068,1684,123,2,3,0,13,0,-99,0,0
4069,1684,123,2,3,1,20,0,0,0,0
4070,1685,123,2,6,0,6,0,-99,0,0
4071,1685,123,2,3,0,31,1,-99,0,0
4072,1685,123,2,1,0,54,1,-99,0,0
4073,1685,123,2,2,1,53,1,2,0,0
4074,1685,123,2,3,1,28,1,1,0,0
4075,1686,123,2,1,0,41,1,-99,0,0
4076,1686,123,2,2,1,39,1,2,0,0
4077,1686,123,2,3,0,13,0,-99,0,0
4078,1686,123,2,3,1,18,0,0,0,0
4079,1687,123,2,1,0,42,1,-99,0,0
4080,1687,123,2,2,1,40,1,2,0,0
4081,1687,123,2,5,0,39,0,-99,0,0
4082,1687,123,2,3,1,17,0,0,0,0
4083,1687,123,2,3,0,10,0,-99,0,0
4084,1688,123,2,1,0,41,1,-99,0,0
4085,1688,123,2,2,1,39,1,1,0,0
4086,1688,123,2,4,1,60,1,2,0,0
4087,1688,123,2,4,0,59,1,-99,0,0
4088,1688,123,2,3,0,16,0,-99,0,0
4089,1689,123,2,2,1,50,1,1,0,0
4090,1689,123,2,1,0,50,1,-99,0,0
4091,1689,123,2,3,0,25,0,-99,0,0
4092,1690,123,2,1,0,46,1,-99,0,0
4093,1690,123,2,2,1,45,1,2,0,0
4094,1690,123,2,3,0,12,0,-99,0,0
4095,1690,123,2,3,1,19,0,0,0,0
4096,1692,123,2,32,1,30,1,1,0,0
4097,1692,123,2,6,0,4,0,-99,0,0
4098,1692,123,2,2,1,50,1,1,0,0
4099,1692,123,2,1,0,52,1,-99,0,0
4100,1692,123,2,3,1,24,1,1,0,0
4101,1693,123,2,1,0,71,1,-99,0,0
4102,1693,123,2,2,1,66,1,3,0,0
4103,1694,123,2,2,1,44,1,2,0,0
4104,1694,123,2,1,0,44,1,-99,0,0
4105,1694,123,2,3,1,19,0,0,0,0
4106,1694,123,2,3,0,14,0,-99,0,0
4107,1695,123,2,1,0,66,1,-99,0,0
4108,1695,123,2,2,1,63,1,3,0,0
4109,1696,123,2,1,0,30,0,-99,0,0
4110,1697,113,2,1,0,37,0,-99,0,0
4111,1698,113,2,1,0,68,1,-99,0,0
4112,1699,113,2,3,0,28,1,-99,0,0
4113,1699,113,2,32,1,28,1,1,0,0
4114,1699,113,2,6,0,4,0,-99,0,0
4115,1699,113,2,2,1,51,1,1,0,0
4116,1699,113,2,1,0,53,1,-99,0,0
4117,1700,113,2,1,0,44,0,-99,0,0
4118,1701,113,2,1,0,71,1,-99,0,0
4119,1701,113,2,2,1,67,1,1,0,0
4120,1701,113,2,3,0,34,0,-99,0,0
4121,1701,113,2,7,1,68,1,0,0,0
4122,1702,113,2,3,0,25,0,-99,0,0
4123,1702,113,2,1,0,50,1,-99,0,0
4124,1702,113,2,2,1,48,1,1,0,0
4125,1702,113,2,4,0,75,1,-99,0,0
4126,1702,113,2,4,1,73,1,3,0,0
4127,1704,113,2,3,0,27,1,-99,0,0
4128,1704,113,2,32,1,27,1,1,0,0
4129,1704,113,2,6,1,4,0,0,0,0
4130,1704,113,2,2,1,49,1,1,0,0
4131,1704,113,2,1,0,49,1,-99,0,0
4132,1705,113,2,2,1,49,1,1,1,1
4133,1705,113,2,1,0,59,1,-99,1,1
4134,1705,113,2,3,0,20,0,-99,1,1
4135,1706,113,2,3,0,35,0,-99,1,1
4136,1706,113,2,3,1,33,0,0,1,1
4137,1706,113,2,1,0,57,1,-99,1,1
4138,1706,113,2,2,1,57,1,2,1,1
4139,1707,113,2,1,0,42,1,-99,0,0
4140,1707,113,2,2,1,42,1,2,0,0
4141,1707,113,2,3,0,12,0,-99,0,0
4142,1707,113,2,3,1,19,0,0,0,0
4143,1708,113,2,32,1,34,1,1,0,0
4144,1708,113,2,6,1,7,0,0,0,0
4145,1708,113,2,3,0,38,1,-99,0,0
4146,1708,113,2,3,0,32,1,-99,0,0
4147,1708,113,2,2,1,71,1,2,0,0
4148,1708,113,2,1,0,64,1,-99,0,0
4149,1709,113,2,3,0,47,1,-99,1,1
4150,1709,113,2,32,1,46,1,2,1,1
4151,1709,113,2,1,0,75,1,-99,1,1
4152,1709,113,2,6,0,27,1,-99,1,1
4153,1709,113,2,6,0,26,1,-99,1,1
