pid,hhid,rgid,villid,relateHead,ifFemale,age,ifMarried,numChild,ifCcfp,ifCcfpO
4961,1977,121,2,1,0,42,1,-99,0,0
4962,1977,121,2,2,1,40,1,1,0,0
4963,1977,121,2,4,0,73,1,-99,0,0
4964,1977,121,2,3,0,12,0,-99,0,0
4965,1978,121,2,2,1,45,1,2,0,0
4966,1978,121,2,1,0,45,1,-99,0,0
4967,1978,121,2,3,0,13,0,-99,0,0
4968,1978,121,2,4,0,76,1,-99,0,0
4969,1978,121,2,3,1,20,0,0,0,0
4970,1979,121,2,2,1,47,1,1,0,0
4971,1979,121,2,1,0,45,1,-99,0,0
4972,1979,121,2,3,1,17,0,0,0,0
4973,1980,121,2,1,0,56,1,-99,0,0
4974,1980,121,2,2,1,56,1,1,0,0
4975,1980,121,2,3,1,25,0,0,0,0
