plid,centerX,centerY,area,code,dry,elev,slope,aspect,twi,distCcfp,distEwfp,distEwfpO,hhid,rgid,villid,geoDist,ifCcfp,ifCcfpO
13,379702.7841,3457838.032,2.722205,69,1,860,6.658,153.617,8.703,60.649039,4.36563,4.36563,1593,132,2,170.8709751,0,0
14,379782.676,3457780.214,1.978773,60,0,858,8.421,231.991,7.405,40.250207,4.535871,4.535871,1589,132,2,171.6972094,1,1
16,376755.3819,3457629.058,0.805705,60,0,780,4.641,170.638,12.732,12.842228,0,0,1705,113,2,240.2862564,1,1
18,377118.6201,3457348.382,2.210678,69,1,760,4.508,221.468,12.041,159.390031,28.997464,28.997464,1730,114,2,139.3361004,1,1
20,378355.8588,3457333.156,0.414678,60,0,889,12.573,88.221,7.196,354.544968,5.487863,5.487863,1902,129,2,3974.437911,0,0
25,374473.1528,3457248.374,0.950473,69,1,962,16.501,186.839,10.607,86.316738,6.28664,6.28664,1895,129,2,64.43598172,0,0
28,374319.645,3456992.717,1.315643,61,1,937,5.587,159.891,0.001,74.923116,10.801129,10.801129,1898,129,2,190.935944,0,0
31,374404.4948,3457078.619,1.380466,61,1,943,8.529,202.486,5.584,80.626022,5.680075,5.680075,1895,129,2,152.8246268,0,0
32,374584.2676,3457042.31,0.541134,60,0,955,11.266,241.105,8.117,64.722392,4.122579,4.122579,1901,129,2,104.0903545,0,0
35,378602.6127,3456845.458,0.409661,61,1,769,7.926,152.471,10.246,117.264913,4.532797,4.532797,1444,133,2,1737.678022,1,1
37,379129.952,3456905.677,0.92505,61,1,780,10.747,244.158,7.616,427.599311,0.680155,0.680155,1574,112,2,51.83773341,0,0
39,374265.5449,3456922.918,3.073828,60,0,940,2.334,68.244,13.139,119.281753,6.084677,6.084677,1895,129,2,301.7277651,0,0
46,378414.6465,3456732.17,3.587747,60,0,798,8.993,92.351,7.75,99.511546,0.888662,0.888662,1558,125,2,360.2856846,0,0
50,377059.1075,3456334.089,2.713536,60,0,733,10.602,312.389,8.527,844.383771,4.792039,4.792039,1721,114,2,242.0409384,0,0
60,377957.1266,3456433.819,1.096286,61,1,739,11.604,175.178,8.99,608.191368,2.829495,2.829495,1607,132,2,2067.97894,0,0
84,377316.979,3456142.468,1.608451,69,0,725,10.399,205.205,7.253,901.207894,5.520217,5.520217,1779,117,2,394.8760407,0,0
90,375182.8479,3455945.722,2.472652,69,0,827,5.484,245.768,9.522,68.164347,3.05266,3.05266,1944,116,2,474.6938501,0,0
93,373990.7376,3455770.89,4.410469,60,0,812,9.405,250.441,0.001,268.983787,0,0,1961,121,2,287.6255548,0,0
94,376218.2029,3455856.801,0.818387,69,0,809,12.619,114.5,7.679,350.990812,3.370859,3.370859,1579,112,2,2799.352793,0,0
95,375258.8819,3455832.982,1.28516,69,1,833,8.5,189.725,7.023,124.201354,4.027294,4.027294,1948,116,2,399.2181883,0,0
103,375536.2134,3455634.248,1.229904,69,1,838,13.417,234.907,6.523,185.198708,0.965492,0.965492,1430,127,2,3162.452031,0,0
106,374431.1954,3455354.69,4.261669,60,0,780,4.927,237.397,0.001,452.089031,2.953897,2.953897,1958,121,2,215.0120711,0,0
109,373914.6692,3455528.706,1.162932,61,1,830,8.671,51.636,7.281,103.969014,4.280816,4.280816,1978,121,2,409.4817835,0,0
110,379665.8919,3455543.408,3.545488,60,0,803,8.116,261.899,9.096,236.906166,0.671588,0.671588,1448,133,2,722.0146849,0,0
113,375024.4047,3455447.682,2.170563,69,0,755,7.875,279.128,8.23,345.890602,6.19694,6.19694,1946,116,2,114.5084831,0,0
118,379631.9487,3455386.794,3.663768,60,0,812,8.169,307.071,7.693,126.694517,1.601047,1.601047,1452,133,2,717.1528545,0,0
120,375126.2373,3454872.079,1.854336,61,1,741,11.338,77.994,0.001,162.777942,4.130717,4.130717,1910,120,2,317.936173,0,0
121,376584.1682,3455317.728,2.483338,60,0,756,7.596,122.174,11.143,1031.941365,3.093192,3.093192,1874,128,2,88.50540548,0,0
127,375217.5727,3455272.109,3.143268,60,0,783,10.324,208.322,6.645,361.437111,1.797402,1.797402,1935,116,2,37.57290447,0,0
133,378750.4066,3455028.688,0.290921,61,1,706,16.943,213.202,6.462,279.515236,1.682112,1.682112,1573,112,2,1415.669325,0,0
134,376787.2568,3454983.057,0.211306,61,1,779,16.086,47.979,6.669,922.422053,3.641173,3.641173,1439,133,2,1869.816914,0,0
140,379120.7802,3455267.967,2.182416,60,0,716,8.01,152.695,8.486,570.218324,0,0,1447,133,2,142.9783815,0,0
145,379161.0201,3454729.852,0.5527,69,0,713,11.979,231.687,6.052,287.496833,1.991846,1.991846,1974,121,2,4794.826027,0,0
147,379921.8388,3454633.625,1.754042,60,0,765,8.211,152.516,6.088,249.255328,2.929806,2.929806,1363,134,2,843.393683,1,1
153,377311.1055,3454360.335,3.225241,60,0,707,5.271,87.64,8.526,636.393812,4.45515,4.45515,1495,126,2,477.6384755,0,0
174,374018.4426,3453912.44,0.507884,60,0,1082,17.406,29.619,7.215,999.92316,5.4393,5.4393,1876,128,2,2921.099745,0,0
217,373804.7459,3455786.642,2.093343,69,1,826,9.825,132.982,11.677,350.867263,0,0,1963,121,2,140.0895102,0,0
218,373902.6954,3455731.702,1.244958,60,0,819,9.129,124.992,11.726,306.835803,3.290115,3.290115,1963,121,2,188.4111655,0,0
219,373874.3211,3455783.815,1.467243,69,1,819,9.129,124.992,11.726,312.505323,3.031272,3.031272,1963,121,2,160.425542,0,0
220,373861.0618,3455761.208,4.889222,69,0,808,7.374,72.663,0.001,233.072007,4.740956,4.740956,1963,121,2,240.0681141,0,0
221,373983.156,3455682.928,1.582033,60,0,814,3.928,78.805,6.108,220.839938,4.88663,4.88663,1963,121,2,359.9848729,0,0
222,373988.0023,3455640.744,2.970481,60,0,810,6.861,327.822,0.001,220.538653,7.022273,7.022273,1963,121,2,325.8748198,0,0
223,373888.0212,3455714.155,4.917539,69,0,806,4.713,130.264,0.001,256.628744,2.274216,2.274216,1961,121,2,333.3294375,0,0
224,373873.6341,3455648.167,1.418841,69,1,820,9.307,34.958,10.576,152.59698,4.823856,4.823856,1978,121,2,398.0810654,0,0
225,374027.9601,3455405.351,1.010172,60,0,814,7.924,86.704,7.304,145.602936,2.804743,2.804743,1967,121,2,53.31567543,0,0
226,374100.9707,3455352.539,0.967446,69,0,811,8.414,68.251,11.154,169.062174,3.566238,3.566238,1977,121,2,94.63194897,0,0
227,374125.7587,3455425.123,1.192879,69,1,805,9.599,82.086,10.446,196.962325,5.367679,5.367679,1977,121,2,119.9606636,0,0
228,374195.6475,3455370.345,1.033768,60,0,801,10.67,66.701,10.338,222.241199,5.106553,5.106553,1965,121,2,131.1130121,0,0
229,374174.6862,3455345.763,1.509778,61,1,801,10.67,66.701,10.338,222.241199,2.59334,2.59334,1978,121,2,232.0057347,0,0
230,374047.4224,3455569.391,2.449332,61,1,807,6.665,93.289,8.092,202.405822,3.291233,3.291233,1975,121,2,144.6270291,0,0
231,374119.805,3455469.101,1.314675,60,0,810,8.5,84.676,7.123,176.115373,1.681668,1.681668,1967,121,2,87.55347241,0,0
232,374136.8954,3455507.85,1.338641,60,0,798,12.115,93.652,7.321,222.942049,0,0,1966,121,2,38.3467977,0,0
233,374157.071,3455413.857,1.749152,60,0,799,12.329,81.634,8.904,224.056148,20.622586,20.622586,1966,121,2,80.05635075,0,0
234,374129.8247,3455447.609,1.810007,60,0,799,12.329,81.634,8.904,239.635476,1.727062,1.727062,1965,121,2,80.99008528,0,0
235,374189.1092,3455453.232,1.336902,60,0,792,11.726,76.767,9.844,254.995081,0,0,1965,121,2,93.22451779,0,0
236,374098.144,3455602.403,0.63696,69,0,806,6.012,137.785,13.954,249.40259,0.955037,0.955037,1964,121,2,28.43497725,0,0
237,374105.1224,3455576.508,1.474512,60,0,800,9.296,104.416,9.139,240.510425,1.693823,1.693823,1973,121,2,124.4169296,0,0
238,374239.751,3455506.378,0.965123,61,1,786,7.568,118.099,8.417,295.492347,2.590896,2.590896,1973,121,2,46.41106455,0,0
239,374256.5791,3455520.369,0.529809,61,1,784,5.939,149.321,14.146,332.930751,6.576981,6.576981,1959,121,2,99.95283979,0,0
240,374308.3908,3455421.576,0.503947,61,1,782,5.918,73.582,9.534,354.043801,0,0,1918,120,2,527.6451912,0,0
241,374253.6154,3455375.504,1.530065,60,0,783,8.097,70.14,8.039,349.654138,0,0,1968,121,2,274.7146691,0,0
242,374327.4311,3455323.683,1.443423,60,0,779,5.813,81.075,0.001,361.381029,0,0,1968,121,2,289.6534606,0,0
243,374441.837,3455452.388,0.925312,61,1,804,17.856,190.917,6.204,542.851766,4.733927,4.733927,1956,121,2,195.5201156,0,0
244,374412.8824,3455393.768,2.825998,61,1,787,8.713,218.372,6.725,503.504795,1.834333,1.834333,1972,121,2,32.87587268,0,0
245,374408.4848,3455409.175,2.962817,61,1,782,5.985,238.724,0.001,504.871552,4.72945,4.72945,1959,121,2,282.3551732,0,0
246,374317.4806,3455417.029,2.011733,60,0,778,2.587,150.902,0.001,412.579494,14.090348,14.090348,1961,121,2,227.6598714,0,0
247,374318.2372,3455387.636,1.31879,60,0,777,2.446,129.679,0.001,447.62694,2.588206,2.588206,1969,121,2,372.1511981,0,0
248,374288.0455,3455476.083,1.962722,60,0,788,10.662,186.792,7.482,356.275253,19.259813,19.259813,1957,121,2,35.35006711,0,0
249,374318.9626,3455509.626,2.906013,60,0,783,8.683,190.855,9.723,365.179187,3.627518,3.627518,1957,121,2,74.02684287,0,0
250,374390.3925,3455407.11,4.428748,61,1,785,11.259,213.845,8.296,440.000388,3.156153,3.156153,1958,121,2,176.6511887,0,0
251,374341.5601,3455451.948,4.838439,60,0,780,3.643,170.378,0.001,375.093895,15.889819,15.889819,1958,121,2,125.7406664,0,0
252,374090.4191,3456871.225,1.623893,69,0,946,6.89,103.611,10.017,81.486484,7.316022,7.316022,1901,129,2,433.3911115,0,0
253,374182.708,3456875.739,1.903334,60,0,942,3.465,99.058,11.151,120.423794,6.481916,6.481916,1892,129,2,189.6767003,0,0
254,374300.6162,3456897.092,1.466031,60,0,940,2.533,32.171,7.148,120.966721,4.814346,4.814346,1895,129,2,287.3229071,0,0
255,374304.4806,3457062.457,1.619125,60,0,940,7.187,166.761,13.146,48.10318,7.233762,7.233762,1898,129,2,148.6959797,0,0
256,374330.1242,3457009.477,1.114966,61,1,933,2.641,141.275,0.001,63.7023,7.229267,7.229267,1892,129,2,334.1889796,0,0
257,374261.0481,3456996.15,1.5036,69,0,940,7.964,130.735,7.617,67.067874,6.403161,6.403161,1898,129,2,202.193151,0,0
258,374384.1963,3457017.658,1.614855,61,1,935,4.955,178.641,0.001,100.352313,6.283258,6.283258,1897,129,2,344.9459081,1,1
259,374457.4211,3457037.81,0.906618,61,1,944,4.637,188.085,6.487,88.31172,4.339813,4.339813,1895,129,2,155.6934068,0,0
260,375051.2243,3455238.188,0.836285,61,1,763,12.783,218.07,5.698,230.231957,0.560711,0.560711,1928,116,2,97.45290821,0,0
261,375110.1639,3455190.481,1.139748,61,1,757,12.616,209.628,6.315,194.240962,3.138919,3.138919,1932,116,2,125.4184802,0,0
262,375023.2578,3455211.433,0.278808,61,1,745,3.252,59.368,0.001,113.522574,5.426478,5.426478,1851,130,2,2371.643218,0,0
263,375252.8943,3455028.732,1.059975,69,0,745,14.455,241.727,0.001,229.038932,3.023668,3.023668,1929,116,2,327.5234685,0,0
264,375196.9115,3455096.39,1.540221,69,0,743,8.393,245.91,0.001,221.318202,5.710956,5.710956,1927,116,2,152.4718857,0,0
265,375135.5152,3455191.63,1.106198,61,1,746,6.666,195.792,0.001,164.323186,6.022938,6.022938,1927,116,2,29.71125469,0,0
266,375146.1861,3455148.548,2.561571,60,0,742,2.862,158.827,0.001,158.742524,7.134776,7.134776,1929,116,2,220.0191072,0,0
267,375153.1724,3455117.339,2.779218,60,0,744,4.016,172.159,0.001,145.922762,0.423301,0.423301,1929,116,2,194.8375214,0,0
268,374866.4782,3454817.731,1.180339,60,0,780,5.361,73.385,10.262,26.977156,26.643577,26.643577,1911,120,2,27.84906459,0,0
269,374850.7167,3454911.272,1.480435,60,0,782,4.574,74.201,5.647,30.344748,1.755207,1.755207,1925,120,2,203.5927565,0,0
270,374907.3541,3454972.01,1.62287,60,0,776,4.748,53.147,6.46,16.762093,15.737209,15.737209,1904,120,2,94.40150015,0,0
271,374988.3455,3454917.129,3.312577,61,1,771,5.787,90.836,11.34,59.20466,5.556118,5.556118,1904,120,2,108.6511211,0,0
272,374967.7143,3454819.573,2.886959,69,0,769,6.002,47.911,12.379,39.647961,0,0,1910,120,2,308.1305377,0,0
273,375045.4275,3454935.41,5.415784,60,0,768,6.43,87.846,10.648,58.111684,10.149552,10.149552,1904,120,2,97.77601319,0,0
274,375054.4463,3454791.239,4.542238,61,1,764,9.427,51.198,7.056,42.432456,0.438679,0.438679,1912,120,2,161.7480833,1,1
275,375085.7285,3454871.799,5.603134,61,1,764,8.348,91.375,7.2,75.707723,8.515092,8.515092,1909,120,2,152.3545699,0,0
276,375080.1385,3454854.685,4.950799,69,0,759,9.38,77.139,12.211,98.860323,1.398463,1.398463,1906,120,2,174.3785624,0,0
277,375095.9461,3454831.54,4.04509,69,1,750,13.445,67.648,9.374,109.992897,2.302328,2.302328,1905,120,2,231.5876191,1,1
278,375147.0462,3454927.084,3.776533,69,0,753,11.72,85.446,10.877,130.036664,19.596339,19.596339,1905,120,2,233.6024119,1,1
279,375136.1291,3454954.497,1.171986,61,1,746,11.583,88.385,0.001,161.758095,3.713983,3.713983,1910,120,2,271.9602022,0,0
280,375195.0708,3454815.598,1.011722,61,1,743,12.998,70.891,0.001,150.346643,0.973717,0.973717,1917,120,2,553.3071018,0,0
281,375270.9712,3455337.337,1.312963,60,0,788,10.769,210.608,6.871,424.315864,1.292346,1.292346,1936,116,2,58.6218631,0,0
282,375271.9181,3455216.735,0.61763,60,0,776,10.653,208.46,6.71,325.806344,3.940342,3.940342,1935,116,2,49.54334566,0,0
283,375253.388,3455214.745,1.317463,60,0,767,12.993,206.541,6.679,285.023783,4.775374,4.775374,1934,116,2,79.6016157,0,0
284,375049.3469,3455341.876,0.354073,61,1,772,10.506,239.935,5.265,283.390076,2.803075,2.803075,1926,120,2,524.9496515,1,1
285,374782.667,3455535.416,3.038299,60,0,769,13.633,103.243,7.35,345.745543,2.944477,2.944477,1952,116,2,372.6515945,0,0
286,374912.8559,3455636.023,1.028701,60,0,763,7.977,149.664,6.981,296.766506,15.722011,15.722011,1949,116,2,75.56154544,0,0
287,374800.7905,3455533.893,2.802344,60,0,763,12.251,103.732,7.575,343.738695,5.887651,5.887651,1950,116,2,123.8642177,0,0
288,374849.8111,3455447.368,0.326887,61,1,754,6.245,85.377,8.574,326.228218,5.587661,5.587661,1947,116,2,196.959513,0,0
289,374876.4284,3455407.261,1.029636,60,0,754,3.133,83.306,5.996,256.563093,4.126989,4.126989,1947,116,2,224.1429417,0,0
290,374915.8238,3455640.905,3.102476,60,0,766,6.261,151.594,7.047,236.885799,4.447751,4.447751,1946,116,2,160.5086529,0,0
291,374894.0622,3455610.163,2.791935,60,0,756,8.32,157.376,7.565,281.160699,6.510603,6.510603,1946,116,2,125.3286774,0,0
292,374976.71,3455529.783,1.020874,60,0,754,6.916,251.397,0.001,291.083486,1.142045,1.142045,1931,116,2,229.5481827,0,0
293,374979.1177,3455504.193,1.048961,60,0,759,8,278.623,7.321,292.857694,13.5461,13.5461,1930,116,2,474.7733003,0,0
294,375137.2622,3455581.973,2.844126,61,1,769,4.878,235.565,11.959,260.85142,3.968532,3.968532,1953,116,2,259.5879221,0,0
295,375095.257,3455505.384,1.410267,60,0,770,4.18,226.164,13.054,267.500499,2.803748,2.803748,1953,116,2,250.6855092,0,0
296,375141.2414,3455503.9,1.911194,60,0,771,4.667,232.124,13.013,292.841628,3.296647,3.296647,1948,116,2,122.6434097,0,0
297,374973.6197,3455415.695,1.123875,69,0,761,10.131,283.577,6.224,353.378119,0.920502,0.920502,1941,116,2,429.8663527,0,0
298,375277.1403,3455620.222,1.405516,60,0,786,11.376,199.913,9.028,265.02632,1.287153,1.287153,1951,116,2,126.7886513,0,0
299,375233.0169,3455538.066,1.358994,60,0,784,7.755,222.577,10.062,304.894736,3.569323,3.569323,1937,116,2,277.8095194,1,1
300,375348.9363,3455548.899,0.847344,60,0,784,7.755,222.577,10.062,308.117342,4.362753,4.362753,1937,116,2,250.00187,1,1
301,375350.6267,3455552.617,1.124005,60,0,787,7.45,225.352,9.638,290.95996,4.133762,4.133762,1937,116,2,223.7215196,1,1
302,375289.2448,3455593.918,1.901233,60,0,788,11.001,204.416,9.308,280.617313,0,0,1940,116,2,359.620653,1,1
303,375402.0144,3455618.126,2.486638,60,0,793,10.04,203.997,8.462,258.826061,2.266735,2.266735,1940,116,2,413.6037948,1,1
304,375428.2255,3455568.498,1.780207,60,0,795,9.91,205.772,8.691,242.576554,2.173488,2.173488,1940,116,2,444.2647695,1,1
305,375449.8012,3455577.956,0.750817,60,0,800,9.911,213.936,8.425,246.251674,7.865771,7.865771,1941,116,2,53.5764961,0,0
306,375453.3044,3455583.749,1.74888,60,0,800,8.915,247.04,10.346,257.414001,4.454223,4.454223,1952,116,2,632.9336056,0,0
307,375097.942,3456071.305,2.299057,69,0,837,10.479,174.011,10.342,120.833158,5.126644,5.126644,1945,116,2,439.6224011,1,1
308,375166.7795,3455952.311,2.722011,69,0,827,4.497,272.051,8.768,11.994186,5.042471,5.042471,1943,116,2,243.9458372,0,0
309,375166.9321,3455960.745,1.628368,69,0,830,6.811,261.399,7.303,34.603259,5.638566,5.638566,1955,116,2,355.5884317,1,1
310,375330.9809,3455948.982,1.576124,69,0,839,8.434,203.204,8.395,125.541495,5.412298,5.412298,1955,116,2,425.2085758,1,1
311,376731.1848,3457657.466,1.077731,60,0,780,4.641,170.638,12.732,20.023358,0,0,1706,113,2,245.8996233,1,1
312,376726.1261,3457622.047,0.975178,60,0,779,4.102,130.108,12.302,23.490205,0,0,1708,113,2,259.7912725,0,0
313,376976.4295,3457910.916,0.679987,60,0,817,8.151,187.381,9.276,153.872807,2.387979,2.387979,1526,118,2,3203.403586,0,0
314,376990.6035,3457914.098,1.17961,69,0,811,7.082,161.5,8.362,161.493066,0,0,1717,113,2,111.5164321,0,0
315,376972.0974,3457896.105,0.816723,61,1,805,7.99,162.897,8.82,150.387545,17.827494,17.827494,1717,113,2,128.133667,0,0
316,376947.034,3457457.017,1.483609,69,0,766,8.249,187.794,7.411,14.224981,0.846848,0.846848,1746,114,2,172.7156553,0,0
317,376838.4542,3457734.435,0.492144,69,0,786,7.533,186.907,8.104,30.094941,3.778299,3.778299,1710,113,2,112.6135046,1,1
318,376881.3369,3457750.168,0.765224,61,1,795,8.343,191.739,7.666,125.409064,0,0,1970,121,2,3761.149557,0,0
319,376917.4302,3457701.39,2.055311,69,1,796,8.959,190.435,6.926,95.187276,0,0,1463,126,2,3968.520552,0,0
320,376827.2033,3457692.605,1.597247,69,0,791,8.254,187.808,7.43,57.200435,3.912556,3.912556,1821,122,2,2510.14944,0,0
321,377011.3289,3457722.428,0.856947,60,0,790,5.601,211.033,11.184,132.920363,0.160722,0.160722,1701,113,2,384.9036807,0,0
322,377100.8421,3457303.096,0.82765,61,1,755,6.263,262.913,0.001,117.876883,15.722181,15.722181,1734,114,2,352.0256332,0,0
323,377077.9976,3457207.898,1.187824,60,0,752,6.81,278.37,0.001,121.105095,0,0,1749,114,2,372.3788069,0,0
324,377142.2836,3457220.952,0.629739,60,0,756,7.731,281.883,0.001,136.873097,22.575135,22.575135,1749,114,2,345.0794092,0,0
325,377093.8982,3457211.953,0.898907,60,0,752,6.81,278.37,0.001,136.873097,12.440533,12.440533,1749,114,2,363.4534832,0,0
326,377105.8733,3457149.16,0.933602,60,0,757,8.001,284.567,9.842,164.887772,22.180597,22.180597,1749,114,2,375.9141022,0,0
327,377156.9917,3457111.036,0.702491,60,0,758,8.159,277.538,8.804,174.397694,0,0,1749,114,2,400.1308449,0,0
328,377064.255,3457186.991,1.258725,60,0,752,6.033,266.034,0.001,108.26297,11.733102,11.733102,1749,114,2,336.1332758,0,0
329,377092.1238,3457212.084,1.756897,60,0,755,6.263,262.913,0.001,108.26297,15.285591,15.285591,1734,114,2,373.9277796,0,0
330,377103.919,3457166.263,1.722158,60,0,757,8.001,284.567,9.842,159.272614,10.15437,10.15437,1758,114,2,577.1771272,0,0
331,377164.5095,3457232.53,0.984475,60,0,755,6.896,274.065,0.001,142.836036,26.135121,26.135121,1749,114,2,325.3378946,0,0
332,377022.8681,3457218.237,0.656445,69,1,750,3.995,244.942,0.001,62.810719,14.562932,14.562932,1896,129,2,2448.716793,0,0
333,377426.2648,3457548.862,0.794133,61,1,795,9.936,262.422,8.369,132.983208,3.150165,3.150165,1526,118,2,2730.485313,0,0
334,377235.1156,3457620.04,2.161357,60,0,799,13.583,189.346,6.285,133.679979,0,0,1588,132,2,2647.790257,1,1
335,377279.7775,3457590.798,2.435887,69,1,793,10.972,191.716,6.974,87.677449,7.136242,7.136242,1731,114,2,198.2321969,0,0
336,377335.1163,3457594.728,1.285842,69,1,799,9.363,182.699,7.089,55.731808,3.495585,3.495585,1731,114,2,228.7543032,0,0
337,377326.3985,3457559.645,2.013939,69,1,794,9.233,194.882,6.721,108.59443,2.209213,2.209213,1751,114,2,219.8203439,1,1
338,377298.5864,3457602.512,0.814416,60,0,799,12.786,184.55,6.111,126.53268,3.760276,3.760276,1556,125,2,1505.105405,0,0
339,377249.6947,3457538.281,2.614784,60,0,790,12.712,196.718,6.619,165.477473,0,0,1751,114,2,166.0553714,1,1
340,377146.4433,3457544.822,1.181921,60,0,785,12.784,202.827,6.621,233.242301,0,0,1751,114,2,97.99127354,1,1
341,377210.4232,3457555.084,4.227913,60,0,784,11.157,201.668,7.09,177.250221,0,0,1751,114,2,134.4117899,1,1
342,377244.6321,3457455.95,0.706904,60,0,772,8.068,209.525,7.646,268.320864,0,0,1726,114,2,96.5976088,1,1
343,377241.3794,3457560.266,1.813028,60,0,782,11.305,201.779,6.824,202.503372,12.084941,12.084941,1751,114,2,110.1412353,1,1
344,377253.3869,3457512.057,2.464506,60,0,777,9.765,204.405,7.297,228.501419,0,0,1726,114,2,116.9817367,1,1
345,377243.4968,3457494.368,1.97436,60,0,781,9.571,205.057,6.553,175.641708,10.884424,10.884424,1726,114,2,128.6965089,1,1
346,377351.4827,3457592.157,2.012862,69,0,788,9.631,201.717,7.244,139.994581,1.503083,1.503083,1731,114,2,152.8727184,0,0
347,376986.808,3457647.771,2.430019,60,0,783,4.222,184.547,10.023,104.931059,5.342712,5.342712,1707,113,2,115.8261112,0,0
348,377077.7433,3457628.359,2.971403,60,0,781,5.019,176.011,8.824,84.796005,10.867463,10.867463,1704,113,2,86.33481958,0,0
349,377004.1389,3457552.205,3.739728,60,0,778,6.934,182.079,11.132,88.288915,3.56355,3.56355,1697,113,2,361.8396138,0,0
350,377149.546,3457526.855,0.396859,60,0,771,7.767,195.069,7.634,227.838229,0.184139,0.184139,1507,126,2,3814.612292,0,0
351,377170.35,3457470.149,0.746206,60,0,769,6.987,204.171,7.249,248.218456,0,0,1739,114,2,31.79522322,1,1
352,377049.5118,3457478.051,1.095874,60,0,771,7.383,168.767,8.112,113.792237,73.652634,73.652634,1745,114,2,235.0903487,0,0
353,377041.5739,3457560.135,5.836541,69,0,771,7.383,168.767,8.112,69.154817,5.432993,5.432993,1732,114,2,248.0172946,1,1
354,376908.7045,3457350.663,1.042178,60,0,749,2.588,143.869,0.001,6.785509,3.225593,3.225593,1728,114,2,282.5236467,1,1
355,377031.5882,3457257.222,0.616887,60,0,751,3.976,238.122,0.001,57.248508,0,0,1876,128,2,1984.925722,0,0
356,377124.9031,3457444.529,4.747302,60,0,764,4.794,217.076,7.91,215.316334,14.5195,14.5195,1739,114,2,84.76263002,1,1
357,377142.2884,3457436.314,0.98675,60,0,766,5.643,207.191,7.811,245.432426,36.638137,36.638137,1739,114,2,54.34177394,1,1
358,377113.1862,3457359.837,2.18751,60,0,761,4.295,251.226,12.585,173.077644,0,0,1730,114,2,105.3044013,1,1
359,377165.1014,3457317.032,1.281609,60,0,758,5.184,251.239,12.197,143.107259,6.05917,6.05917,1430,127,2,2756.118284,0,0
360,377103.767,3457312.583,2.763416,60,0,754,4.355,215.706,0.001,63.099333,11.641598,11.641598,1748,114,2,345.2606537,1,1
361,377087.223,3457348.906,3.169851,60,0,752,4.147,228.301,0.001,56.88299,1.610612,1.610612,1748,114,2,364.3654368,1,1
362,377106.0418,3457320.751,1.359509,60,0,754,5.25,245.06,0.001,103.448157,7.075405,7.075405,1735,114,2,322.5581632,0,0
363,377080.7251,3457255.523,2.429377,69,0,752,4.147,228.301,0.001,77.044134,0,0,1736,114,2,336.381141,0,0
364,376993.9127,3457392.927,0.754129,69,0,754,5.127,198.814,0.001,73.515673,0,0,1730,114,2,255.427044,1,1
365,377015.101,3457413.44,1.364844,60,0,753,4.674,195.628,0.001,54.916465,8.195942,8.195942,1730,114,2,278.7531078,1,1
366,376905.9964,3457435.432,2.853485,60,0,762,7.927,191.909,7.576,61.348519,6.49101,6.49101,1737,114,2,268.2119299,0,0
367,376975.2586,3457384.519,1.932105,60,0,760,7.272,195.228,7.399,72.116551,8.794359,8.794359,1725,114,2,302.4970331,1,1
368,376950.3203,3457452.41,1.887135,60,0,757,6.529,192.131,9.129,75.21662,28.399619,28.399619,1749,114,2,316.9231364,0,0
369,377020.2601,3457468.118,2.195724,61,1,761,6.653,181.916,8.533,121.580914,44.715534,44.715534,1749,114,2,262.8612466,0,0
370,376959.7026,3457411.62,2.628247,60,0,765,6.975,185.757,6.326,95.266041,55.398285,55.398285,1742,114,2,112.3834067,0,0
371,376974.6465,3457478.058,1.847473,60,0,768,6.734,173.56,8.467,108.988537,71.847364,71.847364,1747,114,2,157.4996754,0,0
372,377045.2764,3457493.969,2.234108,60,0,765,6.524,177.865,8.238,133.506216,75.682738,75.682738,1751,114,2,79.67314718,1,1
373,377092.8848,3457555.971,1.700553,60,0,771,6.95,172.584,10.731,145.968009,32.9853,32.9853,1747,114,2,193.5097087,0,0
374,377059.7215,3457461.078,1.30852,60,0,767,6.352,181.694,10.875,169.614204,45.264159,45.264159,1741,114,2,163.0956991,0,0
375,377083.2792,3457411.613,1.860029,60,0,764,5.976,176.068,9.468,169.898643,64.539915,64.539915,1731,114,2,188.6300081,0,0
376,377142.6628,3457485.766,2.061159,60,0,764,5.398,185.58,11.421,186.265593,51.080811,51.080811,1731,114,2,161.0943664,0,0
377,377021.3106,3457372.677,1.979362,60,0,758,5.808,189.089,8.557,94.713728,1.260761,1.260761,1749,114,2,289.6103714,0,0
378,377077.082,3457459.528,1.546635,60,0,758,5.188,194.532,11.556,128.772248,35.93036,35.93036,1740,114,2,208.1735516,1,1
379,377053.356,3457374.677,1.937421,60,0,759,4.725,206.191,10.208,133.395592,30.102181,30.102181,1740,114,2,174.2248595,1,1
380,377118.5894,3457456.636,1.629414,60,0,762,4.983,207.715,8.92,171.18068,51.931062,51.931062,1730,114,2,151.8027449,1,1
381,377115.5161,3457682.878,1.536255,60,0,791,7.833,238.96,7.838,145.387121,5.51896,5.51896,1702,113,2,100.5714133,0,0
382,377123.1,3457710.505,1.271907,60,0,791,7.833,238.96,7.838,134.664537,15.49002,15.49002,1704,113,2,104.6756403,0,0
383,376947.4547,3457613.126,2.806162,69,0,780,5.385,175.549,6.681,54.456413,39.612202,39.612202,1718,113,2,249.1750919,0,0
384,376971.6232,3457540.275,2.380168,60,0,780,5.911,184.271,6.259,14.298473,10.834462,10.834462,1704,113,2,125.3883776,0,0
