plid,centerX,centerY,area,code,dry,elev,slope,aspect,twi,distCcfp,distEwfp,distEwfpO,hhid,rgid,villid,geoDist,ifCcfp,ifCcfpO
621,377826.1996,3455466.588,2.374578,60,0,678,2.115,229.469,6.455,115.051736,10.734983,10.734983,1630,124,2,614.8234314,0,0
622,377791.6962,3455411.079,1.526357,60,0,675,4.039,252.621,10.565,191.062891,4.294429,4.294429,1426,127,2,43.97220286,0,0
623,377854.7862,3455326.449,2.386893,60,0,682,4.89,305.574,6.832,143.851573,26.193045,26.193045,1425,127,2,84.06700886,1,1
624,377715.0881,3455374.029,1.489249,60,0,675,4.039,252.621,10.565,198.293742,5.367461,5.367461,1426,127,2,68.07143187,0,0
625,377751.8849,3455303.16,3.056823,60,0,674,6.004,254.8,7.68,189.591888,7.189961,7.189961,1414,127,2,652.8084818,1,1
626,377791.6356,3455306.352,1.690969,60,0,673,7.92,251.989,6.229,201.449768,22.632479,22.632479,1423,127,2,628.8923674,1,1
627,377807.9116,3455262.904,2.116165,60,0,681,5.861,276.494,6.583,149.994097,17.38054,17.38054,1414,127,2,592.5003161,1,1
628,377761.6501,3455233.774,1.334544,69,0,667,8.561,236.395,7.776,164.831656,9.016462,9.016462,1421,127,2,191.9000249,1,1
629,377751.4114,3455275.489,4.09781,69,0,675,10.789,242.077,5.536,154.990086,9.77977,9.77977,1421,127,2,153.8180309,1,1
630,377745.5468,3455209.501,1.620426,61,1,671,12.45,233.848,6.137,120.296933,2.657119,2.657119,1424,127,2,419.4737029,1,1
631,377722.235,3455204.517,2.768727,60,0,666,12.031,233.117,0.001,97.938887,17.00575,17.00575,1424,127,2,446.5608348,1,1
632,377770.3075,3455168.027,1.600753,60,0,662,12.39,228.593,0.001,85.536274,7.752183,7.752183,1417,127,2,146.376445,1,1
633,377848.6076,3455135.759,2.153343,60,0,660,8.66,245.486,0.001,58.911084,3.547282,3.547282,1429,127,2,33.31000395,1,1
634,377784.0138,3455129.259,0.890041,60,0,662,12.39,228.593,0.001,68.656704,25.338267,25.338267,1789,122,2,1236.393197,0,0
635,377858.5047,3454961.849,1.781453,60,0,662,3.472,274.743,0.001,42.340366,44.662404,44.662404,1498,126,2,1215.942441,0,0
636,377833.3165,3454999.603,2.329842,60,0,659,5.455,279.417,0.001,28.791288,14.474102,14.474102,1421,127,2,79.21526834,1,1
637,377120.7933,3455776.54,1.94159,60,0,687,1.118,159.735,16.599,839.132995,4.915328,4.915328,1768,117,2,102.5098781,0,0
638,377130.8585,3455740.569,3.195063,60,0,686,2.473,144.823,5.996,784.990243,13.198598,13.198598,1767,117,2,45.77996767,0,0
639,377128.2415,3455619.408,1.839692,60,0,678,4.032,146.077,8.104,767.673455,19.092182,19.092182,1773,117,2,243.3657176,0,0
640,377179.2127,3455654.033,2.171212,60,0,680,4.216,149.869,8.483,775.238582,4.140843,4.140843,1763,117,2,127.833977,1,1
641,377152.5193,3455830.401,0.963288,60,0,689,4.227,206.007,8.589,852.507353,12.875701,12.875701,1775,117,2,357.6766681,0,0
642,377170.2738,3455350.485,1.528208,60,0,670,3.412,159.907,8.206,590.509169,18.394886,18.394886,1846,130,2,192.6056157,0,0
643,377269.6822,3455278.003,1.032635,60,0,668,3.333,212.232,8.908,476.168414,88.054723,88.054723,1854,130,2,75.004859,0,0
644,377163.7493,3455746.014,2.752992,61,1,686,2.466,188.533,9.021,764.343556,19.728579,19.728579,1763,117,2,149.6537417,1,1
645,377264.9946,3455457.045,1.102762,60,0,672,3.315,194.14,10.405,585.114785,0.761856,0.761856,1854,130,2,49.47834216,0,0
646,377178.7852,3455617.368,3.56079,60,0,677,2.918,171.543,16.254,699.292153,28.07268,28.07268,1762,117,2,89.75841096,0,0
647,377211.6947,3455580.799,1.839334,60,0,675,1.19,186.023,0.001,672.652005,5.362643,5.362643,1844,130,2,270.2449846,0,0
648,377278.967,3455367.077,3.064587,60,0,669,3.345,209.703,5.996,427.828495,67.772106,67.772106,1854,130,2,89.65470728,0,0
649,377214.7418,3455125.546,3.332555,60,0,671,7.92,44.523,8.681,456.678537,14.638424,14.638424,1860,128,2,241.5185761,0,0
650,377245.3486,3455151.903,0.917717,60,0,678,10.294,41.348,8.213,456.507415,6.84977,6.84977,1869,128,2,34.2851933,0,0
651,377379.0381,3454943.617,2.696073,69,0,677,10.759,52.228,7.038,345.846328,7.808347,7.808347,1885,135,2,465.7601722,0,0
652,377434.2632,3454925.612,1.71435,60,0,672,10.199,46.249,7.567,304.080802,16.241497,16.241497,1885,135,2,509.2787341,0,0
653,377477.7856,3454893.804,1.1425,60,0,670,8.615,10.724,8.63,227.406975,8.972755,8.972755,1879,135,2,557.7207585,0,0
654,377264.345,3455227.321,0.656424,60,0,667,5.494,60.538,9.717,517.03962,67.905605,67.905605,1874,128,2,733.2141817,0,0
655,377296.1112,3455190.66,2.18506,60,0,665,2.475,81.452,10.467,373.824588,25.957649,25.957649,1866,128,2,315.500195,0,0
656,377341.9938,3455118.923,2.26615,60,0,671,8.796,52.554,8.147,405.016117,8.898442,8.898442,1864,128,2,283.8001112,0,0
657,377401.0925,3455190.411,1.36078,60,0,662,3.976,124.605,0.001,328.943197,43.006026,43.006026,1871,128,2,564.5286167,0,0
658,377463.1996,3454993.812,3.535859,69,1,665,9.251,38.574,7.701,280.068638,52.531718,52.531718,1888,135,2,522.5505621,0,0
659,377394.8837,3455033.646,3.329329,69,0,665,10.086,59.819,9.203,311.711135,64.697994,64.697994,1886,135,2,442.6457519,0,0
660,377499.5132,3455809.519,1.966019,60,0,679,1.172,131.114,12.339,476.588914,3.407661,3.407661,1677,123,2,107.1079524,0,0
661,377551.4172,3455736.062,2.316191,60,0,679,1.172,131.114,12.339,457.425503,3.944501,3.944501,1677,123,2,104.0955066,0,0
662,377290.7557,3455575.885,1.618034,61,1,676,1.489,198.512,11.201,638.143144,30.452894,30.452894,1762,117,2,46.02919128,0,0
663,377482.5539,3455707.733,1.884614,60,0,682,7.036,117.874,5.648,488.224205,12.006168,12.006168,1770,117,2,263.8669659,0,0
664,377456.1053,3455699.733,1.179849,61,1,683,5.401,130.713,5.351,547.013592,63.058655,63.058655,1770,117,2,241.1068102,0,0
665,377416.1382,3455622.528,0.709151,61,1,683,3.709,217.529,7.551,588.952728,74.206245,74.206245,1762,117,2,84.26290736,0,0
666,377302.7939,3455647.18,0.969857,60,0,681,3.897,210.527,5.996,592.732339,37.740256,37.740256,1776,117,2,237.062546,0,0
667,377366.3751,3455520.933,1.791974,60,0,679,3.648,188.788,5.996,560.451789,22.289564,22.289564,1782,117,2,96.19841014,0,0
668,377457.931,3455642.3,2.324757,60,0,670,6.732,113.094,0.001,458.691317,30.661596,30.661596,1784,117,2,603.6244434,0,0
669,377445.815,3455600.7,1.658879,60,0,681,5.067,161.219,5.515,526.451356,58.789179,58.789179,1770,117,2,277.4946173,0,0
670,377384.2023,3455489.004,1.042136,60,0,672,4.137,120.44,8.192,483.690224,71.37249,71.37249,1853,130,2,174.099664,0,0
671,377460.2934,3455518.417,1.114721,60,0,672,4.137,120.44,8.192,497.720436,89.027795,89.027795,1849,130,2,168.8913016,0,0
672,377385.7101,3455523.736,3.035181,60,0,676,3.043,146.477,6.049,519.060559,12.250315,12.250315,1782,117,2,130.7593813,0,0
673,377433.9725,3455433.923,1.937786,60,0,670,3.068,143.04,0.001,484.479897,29.0894,29.0894,1850,130,2,79.03635388,0,0
674,377608.1507,3455725.385,3.241385,60,0,676,5.516,192.344,7.533,401.669051,31.598247,31.598247,1679,123,2,107.2921192,0,0
675,377645.2773,3455686.316,2.752848,60,0,677,7.81,226.455,7.273,319.8325,79.045953,79.045953,1679,123,2,191.0326944,0,0
676,377656.6985,3455646.735,2.829958,61,1,673,6.693,255.4,0.001,315.075851,68.822773,68.822773,1677,123,2,172.6014156,0,0
677,377554.5432,3455684.96,1.926104,60,0,671,5.921,223.334,0.001,352.794769,64.464067,64.464067,1675,123,2,145.4929227,0,0
678,377532.6607,3455667.767,2.18088,60,0,670,5.633,165.333,0.001,418.901868,20.399526,20.399526,1694,123,2,800.5976159,0,0
679,377589.8789,3455624.91,1.79459,60,0,668,3.814,217.724,0.001,371.807338,75.875424,75.875424,1670,123,2,176.6420574,0,0
680,377589.3155,3455623.545,2.178588,60,0,672,7.047,270.965,0.001,312.512827,65.778911,65.778911,1670,123,2,190.484719,0,0
681,377612.2559,3455539.716,3.40577,60,0,677,5.415,266.069,7.342,264.310813,24.746112,24.746112,1857,130,2,284.5711898,0,0
682,377466.8324,3455480.828,2.774751,60,0,672,3.107,287.268,7.145,432.85107,74.194643,74.194643,1856,130,2,186.8255393,0,0
683,377616.8676,3455519.504,1.55813,60,0,667,3.664,325.36,0.001,361.413223,121.10168,121.10168,1857,130,2,227.5745086,0,0
684,377580.0297,3455495.588,2.494372,69,0,674,5.709,274.843,6.713,291.563456,53.728019,53.728019,1855,130,2,298.2798246,0,0
685,377600.0649,3455505.442,1.46501,69,0,674,4.104,255.821,6.609,278.54576,41.826137,41.826137,1855,130,2,286.1635921,0,0
686,377572.053,3455450.664,1.342044,60,0,671,2.777,117.579,6.802,352.788765,120.013269,120.013269,1850,130,2,235.1343752,0,0
687,377523.8529,3455344.146,1.979236,60,0,673,2.22,37.508,5.996,348.660129,52.019497,52.019497,1844,130,2,120.5397018,0,0
688,377598.1234,3455423.892,2.515741,60,0,672,1.126,139.825,6.802,339.577692,98.95046,98.95046,1836,131,2,688.8093316,0,0
689,377542.873,3455403.738,1.966369,60,0,672,2.435,85.007,7.495,336.585737,78.017752,78.017752,1836,131,2,628.024741,0,0
690,377600.4559,3455396.107,2.66895,61,1,671,3.242,113.174,6.452,288.34986,49.209176,49.209176,1831,131,2,459.1190689,0,0
691,377620.3699,3455291.608,1.210253,61,1,666,3.341,154.011,8.552,270.674105,27.817894,27.817894,1833,131,2,547.9567158,0,0
692,377535.2712,3455264.769,3.605939,60,0,668,3.983,167.081,6.58,242.137984,6.101492,6.101492,1836,131,2,528.8987814,0,0
693,377528.1091,3455316.111,2.951667,60,0,670,3.741,148.405,6.451,266.509242,7.010033,7.010033,1831,131,2,415.9642329,0,0
694,377602.0472,3455315.924,1.298365,61,1,665,3.098,135.793,8.288,252.475068,36.599157,36.599157,1841,131,2,574.8383846,0,0
695,377566.5733,3455253.949,1.953508,61,1,666,3.091,113.153,6.108,221.993858,38.003527,38.003527,1830,131,2,613.7806573,0,0
696,377554.6905,3455269.078,1.503673,61,1,666,4.322,174.966,6.801,216.881702,38.744057,38.744057,1840,131,2,485.8361107,0,0
697,377619.9266,3455202.388,1.862016,61,1,666,3.347,151.077,5.7,196.124758,46.365531,46.365531,1832,131,2,372.9953142,0,0
698,377591.9901,3455236.772,1.810354,60,0,664,4.586,179.684,0.001,158.307888,47.30292,47.30292,1835,131,2,345.4212924,0,0
699,377493.6751,3455252.949,1.131103,60,0,666,4.738,172.487,7.586,233.442566,20.010937,20.010937,1838,131,2,490.9907945,0,0
700,377499.753,3455248.396,1.702714,60,0,663,4.654,168.233,0.001,216.881702,10.142991,10.142991,1836,131,2,458.3592342,0,0
701,377572.3307,3455161.684,1.395743,69,0,659,4.435,168.013,0.001,176.357366,45.004215,45.004215,1700,113,2,2846.963094,0,0
702,377571.9884,3455181.712,2.553675,60,0,660,4.76,175.527,0.001,154.266667,49.287872,49.287872,1838,131,2,468.4901708,0,0
703,377643.3278,3455074.742,2.080675,60,0,655,3.87,152.888,0.001,94.501445,36.957773,36.957773,1876,128,2,1141.732661,0,0
704,377615.5916,3455117.086,1.581673,69,0,658,5.672,167.531,0.001,93.142998,13.794718,13.794718,1824,122,2,238.772596,0,0
705,377512.8523,3455117.317,1.925717,69,0,657,4.292,175.193,0.001,179.583786,35.44605,35.44605,1823,122,2,173.757566,0,0
706,377559.8422,3455119.761,2.3132,60,0,656,3.506,171.554,0.001,148.581866,65.937383,65.937383,1826,122,2,145.6231869,0,0
707,377580.6809,3455066.961,2.931834,69,0,654,3.099,183.047,0.001,147.053074,34.995014,34.995014,1826,122,2,162.702147,0,0
708,377541.5426,3454978.752,1.919549,69,0,653,1.461,265.65,0.001,142.523119,26.621435,26.621435,1795,122,2,1577.846768,1,1
709,377620.787,3455069.76,2.246324,60,0,655,2.642,187.171,0.001,127.584393,72.798064,72.798064,1851,130,2,364.1657819,0,0
710,377620.9976,3455021.716,2.631999,69,0,654,1.183,180.409,0.001,102.552429,62.902309,62.902309,1826,122,2,208.4559781,0,0
711,377602.0342,3455051.874,1.862588,69,0,654,1.26,84.824,0.001,76.01564,47.197746,47.197746,1920,120,2,2801.487989,0,0
712,377635.8525,3455024.557,2.151123,69,0,656,3.115,321.385,0.001,85.125988,49.48437,49.48437,1471,126,2,1258.718717,0,0
713,377550.6124,3454947.588,2.809134,61,1,654,2.798,321.548,0.001,96.894531,30.06634,30.06634,1698,113,2,2430.782883,0,0
714,378798.9641,3454370.317,1.600792,60,0,635,7.76,56.735,0.001,253.302344,2.045185,2.045185,1407,115,2,121.6808194,0,0
715,378816.1123,3454452.118,2.748008,60,0,637,5.52,96.925,0.001,174.579249,2.061468,2.061468,1374,115,2,101.4273529,0,0
716,378823.2704,3454410.194,3.006956,60,0,638,4.577,112.282,0.001,129.597609,2.793801,2.793801,1374,115,2,109.8266038,0,0
717,378779.38,3454539.69,2.308196,60,0,641,5.381,172.937,0.001,79.771665,2.124857,2.124857,1375,115,2,139.992858,0,0
718,378737.3148,3454496.338,4.620602,60,0,640,5.689,94.136,0.001,95.266019,9.405483,9.405483,1375,115,2,95.52437061,0,0
719,378720.4199,3454461.393,1.875342,60,0,644,6.862,80.342,0.001,141.89531,0.878695,0.878695,1375,115,2,61.3257468,0,0
720,378735.1946,3454474.868,2.084462,60,0,644,8.556,72.973,0.001,155.923808,1.978413,1.978413,1374,115,2,42.79633511,0,0
721,378669.2034,3454423.794,0.927988,69,0,653,5.747,29.239,0.001,199.627054,0.293163,0.293163,1508,126,2,2137.470676,0,0
722,378667.3668,3454496.951,2.83975,60,0,646,5.59,61.409,0.001,135.156996,2.86308,2.86308,1382,115,2,44.69774586,0,0
723,378712.6241,3454486.408,3.226862,60,0,643,3.066,107.459,0.001,110.669323,31.636404,31.636404,1382,115,2,66.75565815,0,0
724,378692.6491,3454537.276,3.382923,60,0,644,2.246,121.078,0.001,79.314711,2.983648,2.983648,1378,115,2,90.22293649,0,0
725,378613.5209,3454558.464,1.600281,69,0,648,4.308,51.697,0.001,157.762153,3.109773,3.109773,1383,115,2,213.5286312,0,0
726,378672.7022,3454506.987,3.207273,69,0,647,3.981,20.053,0.001,133.400459,10.745672,10.745672,1383,115,2,238.0222996,0,0
727,378666.2309,3454605.195,2.076418,61,1,646,2.077,61.555,0.001,112.697669,39.960718,39.960718,1378,115,2,87.65251194,0,0
728,378634.2997,3454625.262,2.787845,60,0,644,3.091,316.928,0.001,131.82476,53.045226,53.045226,1377,115,2,149.7677627,0,0
729,378538.711,3454565.794,3.303301,69,0,644,3.091,316.928,0.001,157.504784,26.830115,26.830115,1377,115,2,145.1209076,0,0
730,378500.6844,3454515.131,1.703024,69,0,645,4.937,350.062,0.001,190.219826,6.178403,6.178403,1383,115,2,161.2553135,0,0
731,378498.9717,3454645.648,3.074439,60,0,640,3.315,156.645,0.001,276.952115,0.306294,0.306294,1393,115,2,465.4589869,0,0
732,378518.8524,3454598.136,4.132267,60,0,640,3.698,238.357,0.001,200.220763,0,0,1377,115,2,234.9441701,0,0
733,378549.537,3454630.885,1.536493,60,0,642,4.469,340.88,0.001,215.125885,37.983439,37.983439,1377,115,2,191.9757138,0,0
734,378526.1479,3454659.407,2.808351,60,0,640,2.498,132.259,0.001,244.345843,26.0019,26.0019,1393,115,2,468.9146866,0,0
735,378464.2603,3454654.597,4.749306,60,0,641,3.879,36.82,0.001,277.224155,33.031591,33.031591,1393,115,2,440.0872366,0,0
736,378461.6221,3454552.516,1.873728,60,0,645,7.016,14.488,0.001,263.412072,44.147406,44.147406,1383,115,2,142.8995123,0,0
737,378449.9707,3454527.905,2.065048,60,0,644,6.429,109.551,0.001,237.214857,14.052496,14.052496,1383,115,2,128.0074392,0,0
738,378459.4774,3454510.861,1.882884,60,0,653,6.942,15.86,0.001,276.168122,6.167834,6.167834,1383,115,2,80.76858479,0,0
739,378368.1701,3454652.181,1.036315,60,0,641,3.125,134.939,0.001,333.458381,40.577593,40.577593,1393,115,2,423.2695993,0,0
740,378338.3455,3454636.929,3.36707,60,0,643,4.584,39.065,0.001,353.110127,87.376893,87.376893,1387,115,2,350.3830163,1,1
741,378318.0142,3454633.928,2.832495,60,0,645,1.637,66.244,0.001,432.898486,69.47221,69.47221,1385,115,2,319.7712135,0,0
742,378434.312,3454591.474,3.526346,60,0,641,3.879,36.82,0.001,320.311024,61.093365,61.093365,1382,115,2,263.3189138,0,0
743,378448.1629,3454512.492,2.951155,60,0,648,6.604,21.659,0.001,318.141176,53.52151,53.52151,1392,115,2,415.7813992,0,0
744,378435.2876,3454492.733,2.8764,60,0,652,5.798,14.161,0.001,347.135997,51.799742,51.799742,1392,115,2,391.4279501,0,0
745,378410.85,3454536.142,2.704492,60,0,654,6.569,11.904,0.001,348.989256,26.551218,26.551218,1393,115,2,361.0505668,0,0
746,378354.7863,3454493.264,2.647959,60,0,653,5.198,6.602,0.001,401.394639,26.909149,26.909149,1393,115,2,307.5008809,0,0
747,378158.4624,3454332.048,0.907586,61,1,673,10.939,30.236,8.383,646.707045,0,0,1402,115,2,294.6806211,0,0
748,378177.8713,3454409.187,1.318113,60,0,665,8.23,27.285,7.638,606.723079,4.474139,4.474139,1389,115,2,137.1126386,0,0
749,378217.3076,3454346.369,1.608591,69,0,670,10.185,23.789,9.6,586.834435,3.535903,3.535903,1402,115,2,329.4624141,0,0
750,378263.4648,3454400.015,1.893255,61,1,661,5.727,17.791,0.001,558.549056,0,0,1387,115,2,182.7343612,1,1
751,378346.2935,3454562.322,2.492107,60,0,647,5.153,17.445,0.001,390.666876,88.871395,88.871395,1388,115,2,134.9763949,0,0
752,378341.983,3454529.827,1.853179,60,0,650,4.992,4.284,0.001,431.579384,66.783033,66.783033,1388,115,2,132.5423239,0,0
753,378290.3968,3454490.569,1.105351,61,1,658,4.68,91.72,0.001,487.547071,3.026342,3.026342,1482,126,2,1511.249158,0,0
754,378198.643,3454433.268,1.804237,60,0,658,4.465,11.183,0.001,523.764475,17.071821,17.071821,1386,115,2,327.1858519,1,1
755,378162.0414,3454457.363,2.503784,61,1,661,7.039,24.436,0.001,574.16916,0,0,1386,115,2,263.1811002,1,1
756,378246.3417,3454454.781,3.620673,60,0,656,4.687,8.894,0.001,514.468727,20.215817,20.215817,1392,115,2,249.0177691,0,0
757,378339.2562,3454563.2,1.332645,60,0,653,5.013,6.827,0.001,457.344637,40.047085,40.047085,1392,115,2,301.6709345,0,0
758,378261.6585,3454674.999,1.349215,60,0,645,1.637,66.244,0.001,464.278473,85.573537,85.573537,1388,115,2,212.3611916,0,0
759,378226.9264,3454546.497,3.713027,60,0,647,2.774,31.29,0.001,475.22897,105.956082,105.956082,1388,115,2,196.1105868,0,0
760,378214.4426,3454566.17,3.311499,60,0,651,4.92,4.686,0.001,478.446236,69.44677,69.44677,1392,115,2,265.6986835,0,0
761,378196.8358,3454535.329,1.903215,60,0,651,4.82,6.798,0.001,509.635687,78.441239,78.441239,1399,115,2,270.262933,0,0
762,378213.7885,3454638.347,1.843823,60,0,647,2.585,121.944,0.001,433.917401,43.875316,43.875316,1402,115,2,348.2837596,0,0
763,378155.179,3454710.508,3.531142,60,0,650,3.135,124.921,0.001,401.548079,21.498497,21.498497,1410,115,2,306.6067642,0,0
764,378062.6453,3454697.107,1.350423,60,0,655,1.837,136.168,0.001,380.297853,0.415346,0.415346,1398,115,2,263.5544926,1,1
765,378138.4213,3454669.879,3.629032,60,0,650,2.955,103.154,0.001,416.565708,36.152771,36.152771,1398,115,2,230.511556,1,1
766,378216.4945,3454614.683,2.961763,60,0,649,2.764,103.208,0.001,416.565708,36.152771,36.152771,1398,115,2,279.9300739,1,1
767,378225.7388,3454597.708,2.375392,60,0,649,2.764,103.208,0.001,434.541175,53.273189,53.273189,1398,115,2,271.5431761,1,1
768,378188.958,3454618.021,2.160159,60,0,649,2.901,67.81,0.001,470.363785,89.574574,89.574574,1405,115,2,230.136037,0,0
769,378187.4538,3454580.462,2.831417,60,0,650,4.102,38.626,0.001,499.791736,87.76926,87.76926,1399,115,2,215.8020569,0,0
770,378148.2165,3454579.643,3.835331,60,0,652,5.263,24.407,0.001,511.694522,70.638081,70.638081,1392,115,2,187.4301494,0,0
771,378159.3144,3454501.438,3.386206,60,0,655,5.724,21.204,0.001,540.187594,49.925452,49.925452,1392,115,2,185.4352035,0,0
772,378167.3472,3454518.737,2.480534,60,0,658,5.858,24.089,0.001,553.196437,30.584435,30.584435,1380,115,2,334.7589396,0,0
773,378156.3085,3454451.165,2.292679,60,0,658,5.858,24.089,0.001,561.729237,6.199137,6.199137,1380,115,2,343.4493183,0,0
774,378062.972,3454534.383,1.095823,60,0,660,6.099,20.027,0.001,501.666274,0,0,1395,115,2,68.38927691,0,0
775,378138.4611,3454651.748,2.621827,60,0,652,2.96,102.807,0.001,421.161147,44.433415,44.433415,1376,115,2,629.5462723,0,0
776,378077.447,3454606.578,0.933052,60,0,653,4.16,45.067,0.001,485.122949,65.349715,65.349715,1389,115,2,259.2730458,0,0
777,378154.2928,3454582.442,1.608317,60,0,655,4.836,33.725,0.001,508.696629,43.817914,43.817914,1529,118,2,349.0246086,0,0
778,378091.4935,3454502.729,0.956157,60,0,657,5.447,24.489,0.001,508.696629,33.42757,33.42757,1406,115,2,306.9662986,0,0
779,378093.3799,3454510.758,0.681376,60,0,657,4.132,27.28,0.001,452.521935,24.983707,24.983707,1527,118,2,415.1187367,0,0
780,378096.6654,3454639.906,2.221561,60,0,653,2.386,102.277,0.001,396.00409,34.193524,34.193524,1398,115,2,201.7367397,1,1
781,378121.1945,3454626.56,1.781367,60,0,654,3.751,41.14,0.001,427.42031,56.911125,56.911125,1389,115,2,295.0838555,0,0
782,378126.9782,3454532.774,2.261073,60,0,656,4.338,30.032,0.001,455.3537,31.850091,31.850091,1514,118,2,391.9340753,0,0
783,378084.0144,3454536.887,1.316995,60,0,656,3.319,16.154,0.001,407.597569,44.603578,44.603578,1512,118,2,465.7222598,0,0
784,378023.6776,3454562.619,0.903074,60,0,656,3.319,16.154,0.001,393.258496,60.968619,60.968619,1403,115,2,132.671643,0,0
785,378001.4996,3454553.601,2.332503,60,0,657,3.481,3.103,0.001,370.057607,47.974535,47.974535,1403,115,2,103.732011,0,0
786,377932.134,3454559.475,1.893585,60,0,657,3.389,4.671,0.001,361.493668,40.050129,40.050129,1404,115,2,94.66982341,0,0
787,378098.5633,3454613.126,2.893712,60,0,654,1.318,99.776,0.001,376.014319,16.85329,16.85329,1398,115,2,202.5963421,1,1
788,378028.0259,3454712.538,2.334853,60,0,655,0.82,219.104,0.001,354.854729,3.568571,3.568571,1403,115,2,176.2416872,0,0
789,377975.305,3454680.634,0.7759,60,0,654,1.07,281.618,0.001,342.300071,17.235512,17.235512,1403,115,2,139.1256329,0,0
790,377993.9103,3454659.76,1.376589,60,0,655,1.224,117.305,0.001,326.181247,23.727943,23.727943,1403,115,2,92.24567156,0,0
791,377969.6483,3454583.712,2.299315,60,0,656,2.44,32.456,0.001,320.743095,24.538197,24.538197,1403,115,2,58.89515468,0,0
792,377984.9562,3454683.068,1.503289,60,0,654,1.348,131.041,0.001,295.881006,0,0,1524,118,2,240.4904233,0,0
793,377944.8717,3454609.094,2.0097,60,0,655,1.224,117.305,0.001,314.29293,4.022174,4.022174,1403,115,2,101.4146562,0,0
794,377694.3313,3454546.303,1.417917,61,1,674,5.958,35.886,5.979,279.629734,31.78173,31.78173,1533,118,2,240.9094796,0,0
795,377733.4092,3454618.608,1.311078,60,0,676,4.925,39.133,8.014,284.807509,27.813217,27.813217,1530,118,2,137.4826293,0,0
796,377687.4556,3454495.601,2.660627,60,0,681,4.691,6.476,6.874,327.835186,24.006045,24.006045,1547,118,2,432.5221531,0,0
797,377651.1986,3454413.295,1.496286,60,0,687,5.423,340.465,6.356,436.52452,40.703367,40.703367,1522,118,2,313.8455115,0,0
798,377624.7449,3454519.357,1.56227,60,0,686,2.766,161.381,16.347,424.440338,29.722136,29.722136,1537,118,2,487.1258092,0,0
799,377598.3496,3454392.914,1.31285,60,0,683,7.089,210.869,0.001,493.968942,43.952843,43.952843,1549,118,2,382.6249846,0,0
800,377530.8509,3454354.455,2.772106,60,0,677,8.824,187.613,0.001,500.258646,38.558471,38.558471,1523,118,2,437.6445072,0,0
801,377556.302,3454348.001,1.412741,60,0,672,8.577,111.561,0.001,595.49218,4.537589,4.537589,1549,118,2,493.8184422,0,0
802,377633.9195,3454381.2,1.741739,60,0,683,11.017,248.227,0.001,515.922802,2.977744,2.977744,1516,118,2,302.7556929,0,0
803,377549.5911,3454347.887,1.35883,60,0,675,10.265,235.848,0.001,563.893128,9.072571,9.072571,1549,118,2,442.5078865,0,0
804,377520.3076,3454283.844,2.429412,60,0,673,10.808,253.175,0.001,588.550673,6.718635,6.718635,1523,118,2,502.9802005,0,0
805,377587.2648,3454306.176,1.197905,60,0,672,11.158,263.246,0.001,565.100602,32.237475,32.237475,1542,118,2,725.4963779,0,0
806,377564.6781,3454197.965,1.199135,60,0,668,4.237,140.62,0.001,537.276111,18.073996,18.073996,1542,118,2,764.481869,0,0
807,377524.9201,3454186.212,1.671597,60,0,671,7.546,73.106,0.001,522.387199,8.241622,8.241622,1549,118,2,566.9391181,0,0
808,377511.6915,3454194.046,1.225509,60,0,672,6.564,54.168,0.001,487.252983,6.553969,6.553969,1544,118,2,816.3625055,0,0
809,377525.3308,3454177.272,1.577763,60,0,675,5.754,37.702,0.001,447.455151,2.58351,2.58351,1544,118,2,860.0828651,0,0
810,377515.0073,3454073.799,4.032798,60,0,679,5.097,297.475,0.001,385.454582,4.115895,4.115895,1464,126,2,384.9606068,0,0
811,377563.1511,3454101.902,1.635561,69,0,682,4.356,320.842,0.001,355.362232,2.85584,2.85584,1460,126,2,988.2832332,1,1
812,377495.276,3454042.473,2.262203,60,0,684,6.702,287.161,0.001,318.221691,2.950132,2.950132,1460,126,2,978.1482483,1,1
813,377515.7283,3453939.817,1.662647,60,0,685,8.359,287.327,0.001,270.78764,2.889515,2.889515,1460,126,2,974.8974097,1,1
814,377561.4327,3453902.901,2.451024,69,0,682,6.943,292.505,0.001,225.772295,0,0,1467,126,2,519.1500901,0,0
815,377461.1788,3453943.575,1.390114,60,0,677,3.182,313.532,0.001,303.432889,0,0,1462,126,2,399.4450195,0,0
816,377347.3521,3454033.804,2.330465,60,0,676,2.476,191.548,0.001,371.389897,0,0,1548,118,2,992.0096272,0,0
817,377170.0536,3454152.59,0.751262,60,0,700,10.867,152.536,7.417,532.011429,0,0,1499,126,2,151.4578214,0,0
818,377187.5373,3454122.931,1.752727,60,0,695,10.607,155.408,7.365,479.268571,2.664281,2.664281,1499,126,2,142.3569513,0,0
819,377250.0678,3454114.414,0.939226,60,0,694,9.421,171.741,8.727,522.864584,3.140121,3.140121,1499,126,2,130.1193353,0,0
820,377212.9486,3454167.189,1.990221,60,0,691,9.768,156.689,7.699,475.506052,0.695802,0.695802,1504,126,2,97.28321379,0,0
821,377197.2207,3454091.414,3.133099,69,0,685,8.039,164.137,0.001,466.981177,1.367862,1.367862,1504,126,2,70.48468042,0,0
822,377141.6075,3454015.961,1.133617,60,0,686,4.329,109.488,0.001,396.913112,2.860441,2.860441,1462,126,2,128.2759232,0,0
823,377190.7352,3453996.74,2.93965,60,0,681,4.814,114.138,0.001,398.151882,0,0,1462,126,2,161.8778055,0,0
